author,paper_count,total_citations,avg_citations
Jieming Pan,1,1202,1202.0
Tsuyoshi Sekitani,1,1202,1202.0
Jianyou Feng,1,1202,1202.0
Jiheong Kang,1,1202,1202.0
Zhiyong Fan,1,1202,1202.0
Zhisheng Lv,1,1202,1202.0
Michael D. Dickey,1,1202,1202.0
Chengkuo Lee,1,1202,1202.0
Darren J. Lipomi,1,1202,1202.0
Il‐Doo Kim,1,1202,1202.0
Xiangfeng Duan,1,1202,1202.0
Nae‐Eung Lee,1,1202,1202.0
Muhammad M. Hussain,1,1202,1202.0
Daniil Karnaushenko,1,1202,1202.0
Yu Huang,1,1202,1202.0
Aaron Rowe,1,1202,1202.0
Nanshu Lu,1,1202,1202.0
Seon‐Jin Choi,1,1202,1202.0
Markus Antonietti,1,1202,1202.0
Naoji Matsuhisa,1,1202,1202.0
Yuxuan Liu,1,1202,1202.0
Yuxin Liu,1,1202,1202.0
Mohammad Reza Abidian,1,1202,1202.0
Yin Fang,1,1202,1202.0
Chen Jiang,1,1202,1202.0
John S. Ho,1,1202,1202.0
Changhyun Pang,1,1202,1202.0
Xiwen Gong,1,1202,1202.0
Christopher A. Berkey,1,1202,1202.0
Kai Liu,1,1202,1202.0
Takao Someya,1,1202,1202.0
Tae‐Woo Lee,1,1202,1202.0
Jong‐Hyun Ahn,1,1202,1202.0
Martin C. Hartel,1,1202,1202.0
Fengwei Huo,1,1202,1202.0
Fengyu Li,1,1202,1202.0
Yuanjing Lin,1,1202,1202.0
Alex Chortos,1,1202,1202.0
Dianpeng Qi,1,1202,1202.0
Wei Gao,1,1202,1202.0
Huisheng Peng,1,1202,1202.0
Huaying Ren,1,1202,1202.0
Arokia Nathan,1,1202,1202.0
Huajian Gao,1,1202,1202.0
Dmitry Kireev,1,1202,1202.0
Lingxuan Kong,1,1202,1202.0
Canan Dağdeviren,1,1202,1202.0
Shlomo Magdassi,1,1202,1202.0
Christopher J. Bettinger,1,1202,1202.0
Aaron Thean,1,1202,1202.0
Chuan Fei Guo,1,1202,1202.0
Chwee Teck Lim,1,1202,1202.0
Wenlong Cheng,1,1202,1202.0
Kuniharu Takei,1,1202,1202.0
Yanlin Song,1,1202,1202.0
Zhenan Bao,1,1202,1202.0
Antonio Facchetti,1,1202,1202.0
Youfan Hu,1,1202,1202.0
Yifei Luo,1,1202,1202.0
George G. Malliaras,1,1202,1202.0
Jun Chen,1,1202,1202.0
Simiao Niu,1,1202,1202.0
Oliver G. Schmidt,1,1202,1202.0
Qiyao Huang,1,1202,1202.0
Magnus Berggren,1,1202,1202.0
Qiongfeng Shi,1,1202,1202.0
Ali Khademhosseini,1,1202,1202.0
Ali Javey,1,1202,1202.0
Xiaojun Guo,1,1202,1202.0
Xiaoming Tao,1,1202,1202.0
Qibing Pei,1,1202,1202.0
Zihan He,1,1202,1202.0
Warren He,2,1200,600.0
Philipp Jovanovic,1,1199,1199.0
Linus Gasser,1,1199,1199.0
Eleftherios Kokoris-Kogias,1,1199,1199.0
Nicolas Gailly,1,1199,1199.0
Ewa Syta,1,1199,1199.0
Ashish Gupta,5,1196,239.2
Zheng Yan,7,1196,170.85714285714286
Mamoun Alazab,9,1193,132.55555555555554
Yea‐Huei Kao Yang,1,1191,1191.0
Edward Chia‐Cheng Lai,1,1191,1191.0
Swu‐Jane Lin,1,1191,1191.0
Chien‐Chou Su,1,1191,1191.0
Cheng‐Yang Hsieh,1,1191,1191.0
Shih‐Chieh Shao,1,1191,1191.0
Sheng‐Feng Sung,1,1191,1191.0
Neeraj Kumar,7,1189,169.85714285714286
Shimei Pan,1,1187,1187.0
Jianwu Wang,1,1187,1187.0
Lina Zhou,1,1187,1187.0
Muhammad Habib ur Rehman,7,1184,169.14285714285714
Sergey Sanovich,1,1177,1177.0
Brendan Nyhan,1,1177,1177.0
Cristian Vaccari,1,1177,1177.0
Alexandra Siegel,1,1177,1177.0
Joshua A. Tucker,1,1177,1177.0
Денис Стукал,1,1177,1177.0
Andrew M. Guess,1,1177,1177.0
Pablo Barberá,1,1177,1177.0
Hai Jin,3,1174,391.3333333333333
W. Holmes,2,1171,585.5
Kaśka Porayska‐Pomsta,2,1171,585.5
Paul Watters,7,1166,166.57142857142858
Huw Roberts,6,1149,191.5
Michail N. Giannakos,3,1149,383.0
Christine Greenhow,1,1148,1148.0
Selin Akgün,1,1148,1148.0
Dong In Kim,2,1142,571.0
Wenbo Wang,2,1142,571.0
Chengquan Huang,1,1136,1136.0
Junhui Yang,1,1136,1136.0
Nathan P. Podsakoff,1,1136,1136.0
Philip M. Podsakoff,1,1136,1136.0
Larry J. Williams,1,1136,1136.0
Jonn Axsen,1,1132,1132.0
Steve Sorrell,1,1132,1132.0
Dragan Gašević,3,1130,376.6666666666667
Lixiang Yan,3,1130,376.6666666666667
Brian M. Lucey,1,1130,1130.0
Shaen Corbet,1,1130,1130.0
Andrew Urquhart,1,1130,1130.0
Larisa Yarovaya,1,1130,1130.0
Simon Buckingham Shum,2,1126,563.0
Dinh Thai Hoang,2,1124,562.0
Sami Azam,7,1123,160.42857142857142
Vatsal Gupta,1,1120,1120.0
Kevin C. Desouza,4,1112,278.0
Anna Odone,1,1103,1103.0
T.A. Duong,1,1103,1103.0
Robin Ohannessian,1,1103,1103.0
Andrew Smart,2,1101,550.5
Kendra L. Schaa,1,1100,1100.0
Louis D. Fiore,1,1100,1100.0
Grant D. Huang,1,1100,1100.0
Timothy G. Hammond,1,1100,1100.0
Stacey B. Whitbourne,1,1100,1100.0
Donald E. Humphries,1,1100,1100.0
Mihaela Aslan,1,1100,1100.0
Jennifer Moser,1,1100,1100.0
Jennifer E. Deen,1,1100,1100.0
Saiju Pyarajan,1,1100,1100.0
John Michael Gaziano,1,1100,1100.0
John Concato,1,1100,1100.0
Mary T. Brophy,1,1100,1100.0
Colleen Shannon,1,1100,1100.0
Timothy J. O’Leary,1,1100,1100.0
Daniel R. Anderson,1,1100,1100.0
Ronald M. Przygodzki,1,1100,1100.0
James L. Breeling,1,1100,1100.0
Rene LaFleur,1,1100,1100.0
Peter Guarino,1,1100,1100.0
Sumitra Muralidhar,1,1100,1100.0
Avishek Choudhury,3,1095,365.0
Sune Lehmann,2,1085,542.5
John P. A. Ioannidis,4,1083,270.75
Glenn Cohen,2,1082,541.0
Shouhuai Xu,3,1079,359.6666666666667
Long Bao Le,2,1079,539.5
Shuai Liu,2,1078,539.0
Muki Haklay,3,1077,359.0
Johan Eklund,1,1071,1071.0
Cornelius C. Agbo,1,1071,1071.0
Miloud Bagaa,3,1068,356.0
John Torous,1,1067,1067.0
Jake Linardon,1,1067,1067.0
Sandra Bucci,1,1067,1067.0
Imogen Bell,1,1067,1067.0
Matcheri S. Keshavan,1,1067,1067.0
Joseph Firth,1,1067,1067.0
André F. Carvalho,1,1067,1067.0
Pauline Whelan,1,1067,1067.0
Dilek Fraisl,2,1064,532.0
Gerid Hager,2,1064,532.0
Margaret M. Gold,2,1064,532.0
Rahul Paul,2,1059,529.5
Dasharathraj K Shetty,2,1059,529.5
Komal Smriti,2,1059,529.5
Nithesh Naik,2,1059,529.5
B. M. Zeeshan Hameed,2,1059,529.5
Vathsala Patil,2,1059,529.5
Bhaskar Somani,2,1059,529.5
Jiankun Hu,5,1055,211.0
Panagiotis Sarigiannidis,8,1054,131.75
Yves-Alexandre de Montjoye,2,1047,523.5
Linda See,2,1040,520.0
Steffen Fritz,2,1040,520.0
Shams Forruque Ahmed,2,1031,515.5
Md. Sakib Bin Alam,2,1031,515.5
Dinh C. Nguyen,4,1030,257.5
Pubudu N. Pathirana,4,1030,257.5
Bo Li,2,1030,515.0
A. S. M. Kayes,5,1016,203.2
Kevin Patrick,2,1015,507.5
Tutaleni I. Asino,2,1014,507.0
Angelica Pazurek,2,1014,507.0
Junhong Xiao,2,1014,507.0
Andreja Rojko,1,997,997.0
A. S. Albahri,4,996,249.0
Christoph Lutz,3,996,332.0
Ali Dehghantanha,3,989,329.6666666666667
Joffrey L. Leevy,2,988,494.0
Lizhen Cui,1,986,986.0
Alysa Ziying Tan,1,986,986.0
Lorna Christie,1,982,982.0
Parliamentary Office of Science and Technology,1,982,982.0
Yonggang Wen,1,979,979.0
Peizhao Hu,1,979,979.0
T Grance,2,977,488.5
Ken Holstein,1,977,977.0
Kenneth R. Koedinger,1,977,977.0
Emma Sutherland,1,977,977.0
Toby T. Baker,1,977,977.0
Olga C. Santos,1,977,977.0
Ig Ibert Bittencourt,1,977,977.0
Ma. Mercedes T. Rodrigo,1,977,977.0
Seiichi Uchida,1,976,976.0
Laura Brandimarte,2,976,488.0
Markus Goldstein,1,976,976.0
Simona Botti,1,971,971.0
Rebecca Walker Reczek,1,971,971.0
Markus Giesler,1,971,971.0
Stefano Puntoni,1,971,971.0
Filippo Santoni de Sio,2,970,485.0
Zibin Zheng,5,970,194.0
Bich‐Phuong Thi Nguyen,1,967,967.0
Qi Wang,2,967,483.5
Ha Ngan Ngo,1,967,967.0
Frede Blaabjerg,5,965,193.0
Felix Greaves,1,964,964.0
Susan Michie,1,964,964.0
Lucy Yardley,1,964,964.0
Robert West,1,964,964.0
Kapal Dev,4,961,240.25
Eduard Fosch‐Villaronga,3,955,318.3333333333333
Mark Diekhans,2,952,476.0
Brian T. Lee,1,949,949.0
Rachel Harte,1,949,949.0
Steve Heitner,1,949,949.0
Angie S. Hinrichs,1,949,949.0
Brian J. Raney,1,949,949.0
Joel Armstrong,1,949,949.0
Benedict Paten,1,949,949.0
Glenn Hickey,1,949,949.0
Luvina Guruvadoo,1,949,949.0
W. James Kent,1,949,949.0
Jonathan D. Casper,1,949,949.0
Donna Karolchik,1,949,949.0
Ann S. Zweig,1,949,949.0
Galt P Barber,1,949,949.0
Robert Hubley,1,949,949.0
Maximilian Haeussler,1,949,949.0
Chin H. Li,1,949,949.0
Pauline A. Fujita,1,949,949.0
Arian F. A. Smit,1,949,949.0
Hiram Clawson,1,949,949.0
Katrina Learned,1,949,949.0
Kate R. Rosenbloom,1,949,949.0
Matthew L Speir,1,949,949.0
Karen H. Miga,1,949,949.0
Ngan Nguyen,1,949,949.0
Timothy R. Dreszer,1,949,949.0
Robert M. Kuhn,1,949,949.0
Gernot Marx,2,946,473.0
Margaret Mitchell,2,942,471.0
David Richter,1,942,942.0
Markus M. Grabka,1,942,942.0
Stefan Liebig,1,942,942.0
Jürgen Schupp,1,942,942.0
Carsten Schröder,1,942,942.0
Martin Kroh,1,942,942.0
Jan Goebel,1,942,942.0
Dirk Schaefer,2,941,470.5
Rongxing Lu,3,941,313.6666666666667
José Barata,2,941,470.5
Ricardo Silva Peres,2,941,470.5
Saeed Hamood Alsamhi,5,934,186.8
Md. Jalil Piran,2,932,466.0
Paolo Tasca,2,929,464.5
Antonio Skármeta,5,928,185.6
Melanie Swan,1,928,928.0
Alessandro Acquisti,3,925,308.3333333333333
Thar Baker,5,921,184.2
Suleiman Y. Yerima,2,921,460.5
Sakir Sezer,2,921,460.5
Mohammed H. Alsharif,2,921,460.5
Faiza Loukil,2,920,460.0
Mohammed A. Fadhel,3,916,305.3333333333333
Laith Alzubaidi,3,916,305.3333333333333
Yuantong Gu,3,916,305.3333333333333
Sergio Barbarossa,1,914,914.0
Stefania Sardellitti,1,914,914.0
Gesualdo Scutari,1,914,914.0
Margherita Antona,2,913,456.5
Gavriel Salvendy,2,913,456.5
Constantine Stephanidis,2,913,456.5
Gokul Yenduri,2,913,456.5
Hannah Sophie Muti,1,911,911.0
Jakob Nikolas Kather,1,911,911.0
Anat Elhalal,2,911,455.5
Fiona R. Kolbinger,1,911,911.0
Sophie-Caroline Schwarzkopf,1,911,911.0
Michaela Unger,1,911,911.0
Gregory Patrick Veldhuizen,1,911,911.0
Jan Clusmann,1,911,911.0
Jan‐Niklas Eckardt,1,911,911.0
Sophia J. Wagner,1,911,911.0
Libby Kinsey,2,911,455.5
Chiara Maria Lavinia Löffler,1,911,911.0
Narmin Ghaffari Laleh,1,911,911.0
Zunamys I. Carrero,1,911,911.0
Mohammad Kamrul Hasan,5,907,181.4
A. B. M. Shawkat Ali,1,906,906.0
Taoseef Ishtiak,1,906,906.0
Mahtabin Rodela Rozbu,1,906,906.0
M. Mofijur,1,906,906.0
Maruf Hassan,1,906,906.0
Nazifa Rafa,1,906,906.0
Fang Fang,2,904,452.0
Daniel Theron,1,903,903.0
Jamila Smith-Loud,1,903,903.0
Ben Hutchinson,1,903,903.0
Parker Barnes,1,903,903.0
Timnit Gebru,1,903,903.0
Rebecca N. White,1,903,903.0
Rosilah Hassan,7,902,128.85714285714286
Pronaya Bhattacharya,5,901,180.2
Muhammad Asghar Khan,2,901,450.5
Syed Agha Hassnain Mohsan,1,900,900.0
Nawaf Qasem Hamood Othman,1,900,900.0
Yanlong Li,1,900,900.0
Juan M. Corchado,5,898,179.6
Rashid Mehmood,5,898,179.6
Zaheer Allam,3,895,298.3333333333333
Heike Felzmann,2,894,447.0
Aurelia Tamò‐Larrieux,2,894,447.0
Nigam H. Shah,3,892,297.3333333333333
Mamoona Humayun,7,892,127.42857142857143
Blake Murdoch,1,890,890.0
Philip Rosenstiel,2,886,443.0
Yufei Liu,2,886,443.0
Simone Grassini,1,884,884.0
Joseph Amankwah‐Amoah,1,883,883.0
Gary Knight,1,883,883.0
Zaheer Khan,1,883,883.0
Douglas C. Schmidt,2,881,440.5
Jules White,2,881,440.5
Ikhlaas Gurrib,1,880,880.0
David Santandreu Calonge,1,880,880.0
Zhen Li,4,880,220.0
Bertalan Meskó,1,880,880.0
Eric J. Topol,1,880,880.0
Firuz Kamalov,1,880,880.0
Valerie Irvine,1,879,879.0
Emma Barrios Ipenza,1,879,879.0
Ebba Ossiannilsson,1,879,879.0
Jr. Don Olcott,1,879,879.0
Abel V. Alvarez,1,879,879.0
Ignacio Aranciaga,1,879,879.0
Nikos Panagiotou,1,879,879.0
Perrine de Coëtlogon,1,879,879.0
Chrysoula Lazou,1,879,879.0
Sarah Lambert,1,879,879.0
Gennady Egorov,1,879,879.0
Nicoleta Olcott,1,879,879.0
Mattias Mano,1,879,879.0
Judith Pete,1,879,879.0
Taskeen Adam,1,879,879.0
Ben Janssen,1,879,879.0
Virgínia Rodés,1,879,879.0
Josephine Tumwesige,1,879,879.0
"Brown, Mark",1,879,879.0
Alejandra Ambrosino,1,879,879.0
Sadik Shahadu,1,879,879.0
Michael Paskevicius,1,879,879.0
Viviane Vladimirschi,1,879,879.0
Jennifer Roberts,1,879,879.0
"Sharma, Ramesh C",1,879,879.0
Insung Jung,1,879,879.0
Robert Schuwer,1,879,879.0
Kamel Belhamel,1,879,879.0
Tzinti Ramírez Reyes,1,879,879.0
Tatiana Sklyarova,1,879,879.0
Bertrand Mocquet,1,879,879.0
Maha Al‐Freih,1,879,879.0
Moyad Shahwan,2,878,439.0
A.M.S. Hamouda,4,876,219.0
Pete Burnap,5,875,175.0
Ayyoob Sharifi,2,872,436.0
Norman Sadeh,3,872,290.6666666666667
Charles F. Hofacker,1,870,870.0
Tracy Harwood,1,870,870.0
Srikanth Beldona,1,870,870.0
Md Tabish Rehman,1,870,870.0
Vanja Bogicevic,1,870,870.0
Mohammad Aatif,1,870,870.0
Ghazala Muteeb,1,870,870.0
Geoffrey Parker,1,866,866.0
Panos Constantinides,1,866,866.0
Ola Henfridsson,1,866,866.0
Muhammad Khurram Khan,5,861,172.2
Chamitha de Alwis,2,857,428.5
Lo’ai Tawalbeh,2,856,428.0
Hao Yu,4,854,213.5
Purva Grover,2,852,426.0
Emanuele Trucco,1,851,851.0
Smarti Reel,1,851,851.0
Emily Jefferson,1,851,851.0
Parminder Singh Reel,1,851,851.0
Ewan R. Pearson,1,851,851.0
Xiangbin Liu,1,848,848.0
Yudong Zhang,1,848,848.0
Liping Song,1,848,848.0
Evangelos Markakis,3,848,282.6666666666667
Vu Nguyen Ha,1,844,844.0
Mai Le,1,844,844.0
Nicola Dragoni,4,844,211.0
Marcello Ienca,4,844,211.0
Suyog Shetty,1,843,843.0
Milap Shah,1,843,843.0
Dishant Swain,1,843,843.0
Kaivalya Aggarwal,1,843,843.0
Sufyan Ibrahim,1,843,843.0
Bhavan Prasad,1,843,843.0
P. Chłosta,1,843,843.0
Lei Shu,3,842,280.6666666666667
Abdulaziz Aldoseri,3,842,280.6666666666667
Khalifa N. Al‐Khalifa,3,842,280.6666666666667
Yoshija Walter,2,841,420.5
S. M. Muyeen,4,836,209.0
José Santamaría,2,836,418.0
Aiman Al-Sabaawi,2,836,418.0
Ye Duan,2,836,418.0
Jinshuai Bai,2,836,418.0
Jinglan Zhang,2,836,418.0
Amin Abbosh,2,836,418.0
Mohamed Manoufali,2,836,418.0
Gulshan Sharma,6,834,139.0
Yueqiao Jin,2,834,417.0
Roberto Martínez‐Maldonado,2,834,417.0
Enrique Herrera‐Viedma,2,832,416.0
Raj Jain,3,832,277.3333333333333
Vincenzo Loia,2,829,414.5
Chen Chen,2,828,414.0
Chen Qin,1,826,826.0
Jinming Duan,1,826,826.0
Giacomo Tarroni,1,826,826.0
Huaqi Qiu,1,826,826.0
Wenjia Bai,1,826,826.0
Yannis Nikoloudakis,1,824,824.0
Spyros Panagiotakis,1,824,824.0
Maria Stoyanova,1,824,824.0
Evangelos Pallis,1,824,824.0
Shuang Ren,2,823,411.5
Stephanie Decker,2,823,411.5
Clara Lehmann,1,821,821.0
Vishesh Garg,1,821,821.0
Philipp Schommers,1,821,821.0
Kristian Händler,1,821,821.0
Krishnaprasad Lingadahalli Shastry,1,821,821.0
Susanne Isfort,1,821,821.0
Rainer Röhrig,1,821,821.0
Alexander Goesmann,1,821,821.0
Alexander Dilthey,1,821,821.0
Peter Boor,1,821,821.0
Ralf Hausmann,1,821,821.0
Peter Nürnberg,1,821,821.0
Heidi Theis,1,821,821.0
Konrad U. Förstner,1,821,821.0
Lorenzo Bonaguro,1,821,821.0
Jan Rybniker,1,821,821.0
Jan Heyckendorf,1,821,821.0
Jacob Nattermann,1,821,821.0
Thomas Clavel,1,821,821.0
Florian Tran,1,821,821.0
Thomas Eggermann,1,821,821.0
Neha Mishra,1,821,821.0
Andreas Keller,1,821,821.0
Inti Alberto De La Rosa Velázquez,1,821,821.0
Andreas Diefenbach,1,821,821.0
Ali A. Ghorbani,3,821,273.6666666666667
Julia-Stefanie Frick,1,821,821.0
Sach Mukherjee,1,821,821.0
Gisela Gabernet,1,821,821.0
Daniel Petersheim,1,821,821.0
Daniela Bezdan,1,821,821.0
COVID-19 Aachen Study (COVAS),1,821,821.0
Tina Ganzenmueller,1,821,821.0
Julia Stingl,1,821,821.0
Günther Schmalzing,1,821,821.0
Paul Balfanz,1,821,821.0
Abeba Birhane,2,821,410.5
Helmut Blum,1,821,821.0
Markus Cornberg,1,821,821.0
Janine Altmüller,1,821,821.0
Janina Geißert,1,821,821.0
Ravi Sarveswara,1,821,821.0
Anke Becker,1,821,821.0
Peer Bork,1,821,821.0
Jonas Schulte-Schrepping,1,821,821.0
Milind Y. Desai,1,821,821.0
Fabian Kern,1,821,821.0
Ezio Bonifacio,1,821,821.0
Fabian J. Theis,1,821,821.0
Mihai G. Netea,1,821,821.0
Tobias Fehlmann,1,821,821.0
Saikat Mukherjee,1,821,821.0
Maria Colomé‐Tatché,1,821,821.0
Anna Drews,1,821,821.0
Maria Saridaki,1,821,821.0
Edgar Dahl,1,821,821.0
Hannah Kuhn,1,821,821.0
Michael Dreher,1,821,821.0
Stefanie Warnat‐Herresthal,1,821,821.0
Michael Kraut,1,821,821.0
Stefan Uhlig,1,821,821.0
Danielle Keats Citron,2,821,410.5
N. Ahmad Aziz,1,821,821.0
Boyke Bunk,1,821,821.0
Benjamin Krämer,1,821,821.0
Angel Angelov,1,821,821.0
Conny Blumert,1,821,821.0
Christiane Kühl,1,821,821.0
Christian Herr,1,821,821.0
Alexander Bartholomäus,1,821,821.0
Stephan Ossowski,1,821,821.0
Sarah Kim-Hellmuth,1,821,821.0
Julien Gagneur,1,821,821.0
Max Augustin,1,821,821.0
Olaf Rieß,1,821,821.0
Sören Franzenburg,1,821,821.0
Christian Siever,1,821,821.0
Uta Behrends,1,821,821.0
Michael Bitzer,1,821,821.0
Sathyanarayanan Manamohan,1,821,821.0
Deutsche COVID-19 Omics Initiative (DeCOI),1,821,821.0
Michael Backes,1,821,821.0
Nicole Fischer,1,821,821.0
Nicolas Casadei,1,821,821.0
Ingo Kurth,1,821,821.0
Elena De Domenico,1,821,821.0
Anna C. Aschenbrenner,1,821,821.0
Bruno Monnet,1,821,821.0
Marie Gauder,1,821,821.0
Sofia Ira Ktena,1,821,821.0
Peter Pickkers,1,821,821.0
Thomas Ulas,1,821,821.0
Hartmut Schultze,1,821,821.0
Melanie Nuesch-Germano,1,821,821.0
Robert Bals,1,821,821.0
Nikolaus Marx,1,821,821.0
Joana P. Bernardes,1,821,821.0
Dirk Skowasch,1,821,821.0
Dirk Müller‐Wieland,1,821,821.0
Stefan Schreiber,1,821,821.0
Charles Siegel,1,821,821.0
Ming Ding,3,820,273.3333333333333
Günther Eysenbach,1,816,816.0
Katina Michael,3,812,270.6666666666667
Petar Popovski,2,812,406.0
A.K.M. Najmul Islam,3,807,269.0
Sudip Mittal,5,802,160.4
Byung-Seo Kim,3,800,266.6666666666667
Wu He,2,799,399.5
Yassine Himeur,3,797,265.6666666666667
Klaus-Robert Muller,1,794,794.0
Thomas G. Dietterich,1,794,794.0
Gregoire Montavon,1,794,794.0
Jacob R. Kauffmann,1,794,794.0
Lukas Ruff,1,794,794.0
Robert A. Vandermeulen,1,794,794.0
Marius Kloft,1,794,794.0
Sujuan Wang,1,792,792.0
Yuyi Zhong,1,792,792.0
Zhijun Deng,1,792,792.0
Xinyu Ou,1,792,792.0
Deqing Zou,1,792,792.0
Faı̈ez Zannad,2,791,395.5
Eduardo Mosqueira-Rey,1,790,790.0
José Bobes-Bascarán,1,790,790.0
Ángel Fernández-Leal,1,790,790.0
Elena Hernández-Pereira,1,790,790.0
David Alonso-Ríos,1,790,790.0
Nicholas J. Loman,1,789,789.0
Jennifer L. Gardy,1,789,789.0
Jun-Yan Zhu,1,788,788.0
Chaowei Xiao,1,788,788.0
Mingyan Liu,1,788,788.0
Mauricio A. Ramírez-Moreno,1,787,787.0
Ricardo A. Ramírez-Mendoza,1,787,787.0
Niki Panteli,3,787,262.3333333333333
Diego M. Botín-Sanabria,1,787,787.0
Omar Ali,2,787,393.5
Jorge de J. Lozoya-Santos,1,787,787.0
Rodrigo E. Peimbert-García,1,787,787.0
Julien M. Hendrickx,1,787,787.0
Adriana‐Simona Mihăiţă,1,787,787.0
Luc Rocher,1,787,787.0
Sam Hays,1,786,786.0
Quchen Fu,1,786,786.0
Carlos Olea,1,786,786.0
Jesse Spencer-Smith,1,786,786.0
Michael Sandborn,1,786,786.0
Ashraf Elnashar,1,786,786.0
Florian Schaub,3,786,262.0
Henry Gilbert,1,786,786.0
Ibrar Yaqoob,3,785,261.6666666666667
Gianclaudio Malgieri,5,782,156.4
Blanca Rodriguez,1,780,780.0
Andrew Gilbert,1,780,780.0
Paolo DiAchille,1,780,780.0
Hongxing Luo,1,780,780.0
Pablo Lamata,1,780,780.0
Richard Cornelussen,1,780,780.0
Cristóbal Rodero,1,780,780.0
M Marciniak,1,780,780.0
Espen W. Remme,1,780,780.0
Esther Pueyo,1,780,780.0
Filip Lončarić,1,780,780.0
Mehrdad Shamohammdi,1,780,780.0
Ali Wajdan,1,780,780.0
Shafaq Khan,1,780,780.0
Jorge Corral Acero,1,780,780.0
Mariana Sousa Santos,1,780,780.0
Philip Westphal,1,780,780.0
Pras Pathmanathan,1,780,780.0
Anoud Bani-Hani,1,780,780.0
Elhadj Benkhelifa,1,780,780.0
Steven Niederer,1,780,780.0
Chirine Ghédira,1,780,780.0
Edward J. Vigmond,1,780,780.0
João Filipe Fernandes,1,780,780.0
Francesca Margara,1,780,780.0
Tammo Delhaas,1,780,780.0
Yingjing Feng,1,780,780.0
Peter Mortier,1,780,780.0
Viatcheslav Gurev,1,780,780.0
Manuel Villegas Martinez,1,780,780.0
Marta Sitges,1,780,780.0
Manuel Mayr,1,780,780.0
Tina Morrison,1,780,780.0
Alfonso Bueno‐Orovio,1,780,780.0
Ernesto Zacur,1,780,780.0
Adelina Doltra,1,780,780.0
Frits W. Prinzen,1,780,780.0
Mark Potse,1,780,780.0
Liesbet Geris,1,780,780.0
Kristin McLeod,1,780,780.0
Syed Hassaan Ahmed Bukhari,1,780,780.0
Vicente Grau,1,780,780.0
Paul Leeson,1,780,780.0
Adnan M. Abu‐Mahfouz,5,778,155.6
Ahmed Al Kuwaiti,1,777,777.0
Dhoha Al Muhanna,1,777,777.0
Michael M. Hoffman,2,777,388.5
Longbing Cao,3,777,259.0
Arun Vijay Subbarayalu,1,777,777.0
Khalid Nazer,1,777,777.0
Abdullah H. Alreedy,1,777,777.0
Afnan Almuhanna,1,777,777.0
Fahad Al‐Muhanna,1,777,777.0
Shaher D AlShehri,1,777,777.0
Helge Janicke,7,775,110.71428571428571
Ibrahim Albluwi,2,772,386.0
Andrew Luxton-Reilly,2,772,386.0
Shahar Avin,4,771,192.75
Adnan Nadeem,2,770,385.0
Martín Cowie,3,769,256.3333333333333
Jude Okwuibe,1,769,769.0
Rutvij H. Jhaveri,3,766,255.33333333333334
Muhammad Rizwan,5,763,152.6
Shomir Wilson,2,762,381.0
Pedro Giovanni Leon,2,762,381.0
Battista Biggio,4,762,190.5
Robert Chesney,1,761,761.0
Ali H. Al‐Timemy,1,760,760.0
Bashar Sami Nayyef Al-dabbagh,1,760,760.0
Yi Lu,1,760,760.0
Amjed Abdullah,1,760,760.0
Solon Barocas,3,760,253.33333333333334
Laith Farhan,1,760,760.0
Felix Albu,1,760,760.0
Xinyu Li,2,759,379.5
Petar Radanliev,15,757,50.46666666666667
Massimo Esposito,1,756,756.0
Umberto Maniscalco,1,756,756.0
Giuseppe De Pietro,1,756,756.0
Ciro Mennella,1,756,756.0
Anshuman Kalla,1,756,756.0
Violeta Sima,1,755,755.0
Dumitru Nancu,1,755,755.0
Ileana Georgiana Gheorghe,1,755,755.0
Huawei Huang,3,755,251.66666666666666
J. Subić,1,755,755.0
Ko de Ruyter,2,750,375.0
Pitshou N. Bokoro,5,750,150.0
Imran Makhdoom,4,749,187.25
Raphael Ferreira,1,749,749.0
Sajjad Dadkhah,1,749,749.0
Euclides Carlos Pinto Neto,1,749,749.0
Alireza Zohourian,1,749,749.0
Abdelhakim Hafid,3,748,249.33333333333334
Richard A. Bauder,1,746,746.0
Naeem Seliya,1,746,746.0
Leo Anthony Celi,8,744,93.0
Michael Schimpe,1,744,744.0
Andreas Jossen,1,744,744.0
Daniel Kucevic,1,744,744.0
Holger C. Hesse,1,744,744.0
Naser Hossein Motlagh,1,742,742.0
Michele De Donno,2,741,370.5
Koen Tange,2,741,370.5
Andreas Holzinger,3,741,247.0
Muhannad Quwaider,1,738,738.0
Mais Tawalbeh,1,738,738.0
Fadi Muheidat,1,738,738.0
Liliana Anchidin-Norocel,1,737,737.0
Mihai Dimian,1,737,737.0
Wesley K. Savage,1,737,737.0
Roxana Gheorghiță,1,737,737.0
Roxana Filip,1,737,737.0
Marius Cioca,1,734,734.0
Andra-Teodora Gorski,1,734,734.0
Hortensia Gorski,1,734,734.0
Ilie Gligorea,1,734,734.0
Syed Attique Shah,3,734,244.66666666666666
Jan A. Kors,1,734,734.0
Peter R. Rijnbeek,1,734,734.0
Aniek F. Markus,1,734,734.0
Paul Tudorache,1,734,734.0
Romana Oancea,1,734,734.0
Deborah Lupton,3,733,244.33333333333334
Ravinder Mamtani,1,732,732.0
Sohaila Cheema,1,732,732.0
Sathyanarayanan Doraiswamy,1,732,732.0
Amit Abraham,1,732,732.0
Michael Veale,4,732,183.0
Jiawen Kang,2,731,365.5
