Source,Target,Weight
generative grammar,higher education,3
higher education,philosophy,6
perspective (graphical),pure mathematics,6
compromise,law,9
compromise,political science,9
finance,stakeholder,8
financial services,knowledge management,9
anomaly (physics),benchmark (surveying),4
anomaly (physics),geodesy,4
anomaly (physics),geology,4
anomaly detection,benchmark (surveying),9
anomaly detection,geodesy,9
anomaly detection,geology,6
benchmark (surveying),condensed matter physics,4
benchmark (surveying),geology,4
benchmark (surveying),physics,7
condensed matter physics,geodesy,4
condensed matter physics,geology,4
geodesy,geology,7
geodesy,physics,13
geology,physics,12
civil engineering,environmental planning,4
civil engineering,geography,6
civil engineering,internet of things,10
civil engineering,smart city,8
civil engineering,sustainable development,5
civil engineering,world wide web,5
environmental planning,internet of things,5
environmental planning,smart city,4
environmental planning,urban planning,4
environmental planning,world wide web,3
equity (law),world wide web,3
geography,urban planning,5
internet of things,sustainable development,11
internet of things,urban planning,7
smart city,urban planning,8
sustainable development,urban planning,3
field (mathematics),relevance (law),3
pure mathematics,relevance (law),3
business,loan,3
finance,loan,3
artificial intelligence,overfitting,7
artificial neural network,overfitting,7
computer science,overfitting,7
information retrieval,natural language processing,6
machine learning,overfitting,7
overfitting,pattern recognition (psychology),3
anomaly detection,context (archaeology),4
anomaly detection,malware,4
anomaly detection,paleontology,6
anomaly detection,thermodynamics,4
biology,malware,17
context (archaeology),cybercrime,9
context (archaeology),malware,10
context (archaeology),resilience (materials science),8
context (archaeology),thermodynamics,9
cybercrime,paleontology,8
malware,paleontology,9
paleontology,resilience (materials science),5
paleontology,thermodynamics,6
accreditation,business,3
accreditation,computer science,5
accreditation,computer security,3
accreditation,law,4
accreditation,medical education,4
accreditation,medicine,4
accreditation,political science,4
biobank,business,7
biobank,computer security,4
biobank,health care,4
biobank,interoperability,3
biobank,law,3
biobank,political science,4
biobank,process management,3
bioinformatics,business,9
bioinformatics,computer security,7
bioinformatics,interoperability,3
bioinformatics,process management,4
biology,informed consent,4
business,informed consent,5
business,medical education,12
computer security,informed consent,4
context (archaeology),informed consent,3
context (archaeology),process management,20
data protection act 1998,informed consent,4
data protection act 1998,paleontology,17
informed consent,law,11
informed consent,medical education,4
informed consent,paleontology,3
informed consent,political science,14
interoperability,process management,13
paleontology,process management,17
environmental health,internet privacy,11
internet privacy,wearable computer,15
internet privacy,wearable technology,13
cloud computing,cryptographic protocol,3
cryptographic protocol,operating system,3
applications of artificial intelligence,cloud computing,7
applications of artificial intelligence,deep learning,7
applications of artificial intelligence,edge computing,6
applications of artificial intelligence,edge device,4
applications of artificial intelligence,enhanced data rates for gsm evolution,7
applications of artificial intelligence,key (lock),10
applications of artificial intelligence,software engineering,3
applications of artificial intelligence,systems engineering,4
big data,systems engineering,12
big data,work (physics),5
cloud computing,key (lock),21
cloud computing,work (physics),6
data mining,systems engineering,11
data science,inference,8
deep learning,systems engineering,5
distributed computing,key (lock),14
distributed computing,set (abstract data type),3
distributed computing,systems engineering,11
edge computing,key (lock),6
edge device,key (lock),3
enhanced data rates for gsm evolution,key (lock),8
field (mathematics),work (physics),8
key (lock),service (business),4
service (business),software engineering,7
service (business),work (physics),3
set (abstract data type),work (physics),3
software deployment,systems engineering,13
software deployment,work (physics),6
business,password,5
confidentiality,cybercrime,4
confidentiality,malware,3
confidentiality,order (exchange),3
cybercrime,order (exchange),4
cybercrime,ransomware,4
data breach,encryption,6
data breach,ransomware,3
encryption,password,3
encryption,ransomware,6
finance,malware,10
finance,ransomware,6
malware,password,3
order (exchange),the internet,7
order (exchange),world wide web,9
password,the internet,5
engineering ethics,government (linguistics),12
engineering ethics,open research,3
engineering ethics,process (computing),17
engineering ethics,public administration,5
engineering ethics,public policy,3
government (linguistics),national security,4
government (linguistics),public policy,9
national security,public administration,4
open government,public administration,3
open government,public policy,3
open research,open_science,8
open_science,process (computing),7
open_science,public administration,3
political science,public policy,16
political science,science policy,3
public administration,public policy,9
public administration,science policy,3
public policy,public relations,15
adaptation (eye),artificial intelligence,8
adaptation (eye),digital transformation,3
adaptation (eye),economics,5
adaptation (eye),epistemology,4
adaptation (eye),knowledge management,10
adaptation (eye),law,5
adaptation (eye),management science,3
adaptation (eye),medline,3
adaptation (eye),neuroscience,8
adaptation (eye),philosophy,5
adaptation (eye),political science,10
adaptation (eye),psychology,9
adaptation (eye),public relations,7
artificial intelligence,transformation (genetics),4
biochemistry,epistemology,4
biochemistry,management science,8
biochemistry,medline,8
biochemistry,process management,8
biochemistry,psychology,9
biochemistry,systematic review,8
chemistry,epistemology,7
chemistry,management science,8
chemistry,medline,6
chemistry,process management,9
chemistry,systematic review,6
digital transformation,management science,4
digital transformation,psychology,7
economics,transformation (genetics),3
epistemology,neuroscience,9
epistemology,phenomenon,4
gene,knowledge management,10
gene,management science,6
gene,medline,4
gene,process management,9
gene,psychology,6
gene,systematic review,4
knowledge management,transformation (genetics),7
law,phenomenon,3
management science,neuroscience,4
medline,perspective (graphical),4
perspective (graphical),process management,4
phenomenon,philosophy,4
phenomenon,political science,3
phenomenon,public relations,3
process management,transformation (genetics),9
public relations,systematic review,9
computer science,crime analysis,4
computer security,crime analysis,3
crime analysis,data science,3
automation,computer network,6
automation,industrial internet,5
automation,industrial revolution,3
computer network,industrial internet,3
computer security,industrial revolution,4
industrial internet,industrial revolution,3
industrial internet,mechanical engineering,5
industrial internet,telecommunications,4
industrial revolution,internet of things,4
industrial revolution,mechanical engineering,4
industrial revolution,telecommunications,5
industrial revolution,the internet,4
industrial revolution,world wide web,5
industry 4.0,telecommunications,10
mechanical engineering,wireless sensor network,4
alternative medicine,communications protocol,4
artificial intelligence,modbus,3
communications protocol,medicine,4
communications protocol,pathology,4
communications protocol,protocol (science),4
data mining,modbus,3
intrusion detection system,modbus,3
actuarial science,artificial intelligence,4
actuarial science,machine learning,4
accountability,perception,5
applied psychology,engineering ethics,5
applied psychology,internet privacy,9
applied psychology,knowledge management,5
applied psychology,perception,3
applied psychology,public relations,6
applied psychology,qualitative property,3
applied psychology,social psychology,16
applied psychology,sociology,5
applied psychology,thematic analysis,3
big data,data collection,9
big data,perception,3
big data,thematic analysis,10
china,data protection act 1998,4
china,data science,6
china,engineering ethics,3
china,information privacy,4
china,internet privacy,5
china,knowledge management,3
china,social psychology,4
cognition,engineering ethics,3
cognition,knowledge management,3
cognitive psychology,engineering ethics,4
cognitive psychology,information privacy,4
corporate governance,data collection,4
corporate governance,qualitative property,4
corporate governance,thematic analysis,7
data breach,social psychology,4
data breach,transformative learning,3
data collection,data governance,4
data collection,data protection act 1998,4
data collection,information privacy,7
data collection,qualitative property,3
data governance,perception,3
data governance,social psychology,4
data governance,thematic analysis,5
data protection act 1998,perception,3
data protection act 1998,thematic analysis,3
engineering ethics,qualitative property,3
grounded theory,psychology,3
grounded theory,sociology,5
information privacy,qualitative property,3
information privacy,thematic analysis,5
qualitative property,thematic analysis,5
social psychology,transformative learning,6
thematic analysis,transformative learning,3
artificial intelligence,civil engineering,12
artificial intelligence,urban planning,3
biology,civil engineering,8
biology,sustainable city,4
biology,urban planning,4
business,creativity,7
business,sustainable city,5
civil engineering,ecology,4
civil engineering,sustainability,4
civil engineering,sustainable city,5
computer science,sustainable city,5
computer security,creativity,6
computer security,sustainable city,5
computer security,urban planning,6
ecology,sustainable city,3
ecology,urban planning,3
engineering,sustainable city,5
internet of things,sustainable city,5
law,sustainable city,4
political science,sustainable city,4
popularity,smart city,3
popularity,sustainability,3
smart city,sustainable city,5
sustainability,sustainable city,3
sustainability,urban planning,3
sustainable city,urban planning,5
archaeology,blockchain,4
archaeology,milestone,3
artificial intelligence,function (biology),6
bioinformatics,economic growth,5
bioinformatics,economics,5
bioinformatics,internet privacy,3
blockchain,nursing,4
blockchain,politics,11
computer security,precision medicine,6
economics,function (biology),4
evolutionary biology,internet privacy,4
evolutionary biology,politics,4
function (biology),law,5
function (biology),medicine,4
function (biology),pathology,3
function (biology),political science,5
function (biology),politics,3
health care,politics,5
history,milestone,3
nursing,politics,5
nursing,precision medicine,3
data science,ransomware,4
ecology,transformative learning,3
internet of things,management science,4
internet of things,pedagogy,5
internet of things,transformative learning,5
management science,smart city,5
management science,transformative learning,10
pedagogy,smart city,4
smart city,sociology,11
smart city,transformative learning,4
sustainability,transformative learning,3
access control,key (lock),5
access control,process management,3
access control,risk analysis (engineering),4
control (management),key (lock),8
control (management),process management,6
key (lock),wearable computer,5
risk analysis (engineering),security controls,5
risk analysis (engineering),wearable computer,6
systematic review,wearable computer,3
business,implementation,14
cyber threats,government (linguistics),4
cyber threats,key (lock),4
cyber threats,linguistics,4
cyber threats,philosophy,6
cyber threats,programming language,3
cyberspace,government (linguistics),5
cyberspace,linguistics,8
cyberspace,philosophy,9
emerging technologies,key (lock),12
implementation,linguistics,4
implementation,philosophy,6
artificial intelligence,safer,4
authentication (law),biology,15
authentication (law),business,12
authentication (law),context (archaeology),7
authentication (law),paleontology,7
authentication (law),risk analysis (engineering),3
biology,safer,3
business,safer,8
cloud computing,safer,3
computer science,safer,10
computer security,safer,10
operating system,safer,5
risk analysis (engineering),safer,4
artificial intelligence,ethical decision,3
ethical decision,psychology,6
ethical decision,social psychology,3
generative grammar,social psychology,4
biology,urbanization,4
computer science,urbanization,7
computer security,urbanization,6
context (archaeology),industry 4.0,5
economic growth,industry 4.0,6
economic growth,urbanization,8
economics,urbanization,8
embedded system,paleontology,10
embedded system,smart city,4
engineering,urbanization,5
industry 4.0,paleontology,6
internet of things,urbanization,6
mechanical engineering,smart city,11
smart city,urbanization,6
biobank,economic growth,3
biobank,economics,4
biobank,family medicine,3
bioinformatics,family medicine,3
biology,family medicine,4
economics,family medicine,3
economics,observational study,3
family medicine,health care,11
family medicine,observational study,3
gerontology,health care,4
artificial intelligence,intersection (aeronautics),8
intersection (aeronautics),political science,3
artificial intelligence,database transaction,3
artificial intelligence,distributed generation,4
artificial intelligence,electricity,8
artificial intelligence,environmental economics,5
artificial intelligence,renewable energy,8
computer science,demand response,11
computer science,distributed generation,16
computer science,energy market,3
computer science,prosumer,4
control (management),database,5
control (management),distributed computing,10
control (management),distributed generation,4
control (management),electricity,4
control (management),knowledge management,9
control (management),renewable energy,6
database,demand response,3
database,electricity,3
database,environmental economics,3
database,smart grid,9
database transaction,demand response,3
database transaction,electrical engineering,7
database transaction,electricity,3
database transaction,environmental economics,4
database transaction,knowledge management,4
database transaction,renewable energy,3
database transaction,smart grid,4
demand response,distributed computing,4
demand response,distributed generation,3
demand response,renewable energy,4
distributed computing,distributed generation,11
distributed computing,electricity,9
distributed computing,energy market,3
distributed computing,environmental economics,3
distributed computing,microgrid,10
distributed computing,renewable energy,14
distributed generation,economics,6
distributed generation,electrical engineering,18
distributed generation,electricity,6
distributed generation,energy market,4
distributed generation,engineering,18
distributed generation,environmental economics,4
distributed generation,microgrid,9
distributed generation,renewable energy,18
distributed generation,smart grid,8
economics,energy market,4
economics,prosumer,3
electrical engineering,energy market,4
electrical engineering,microgrid,13
electrical engineering,prosumer,4
electricity,energy market,4
electricity,microgrid,3
electricity,renewable energy,14
energy market,engineering,4
energy market,environmental economics,3
energy market,renewable energy,4
engineering,microgrid,15
engineering,prosumer,4
environmental economics,knowledge management,4
environmental economics,prosumer,3
microgrid,renewable energy,12
microgrid,smart grid,9
prosumer,renewable energy,4
prosumer,smart grid,4
renewable energy,smart grid,23
mental health,psychological intervention,7
automation,productivity,4
business,economy,16
economic growth,economy,5
economic growth,industrial revolution,3
economy,marketing,6
economy,mechanical engineering,4
economy,world wide web,9
embedded system,productivity,5
embedded system,work (physics),8
human capital,knowledge management,3
human capital,law,4
human capital,marketing,3
industrial revolution,knowledge management,4
industrial revolution,marketing,4
industrial revolution,operating system,3
industry 4.0,information technology,3
industry 4.0,productivity,5
industry 4.0,work (physics),6
information technology,marketing,5
marketing,productivity,6
productivity,world wide web,4
asset (computer security),physics,5
asset (computer security),quantum mechanics,3
business,downtime,3
compromise,physics,3
compromise,quantum mechanics,3
critical infrastructure,database,4
critical infrastructure,scalability,4
critical infrastructure,sociology,3
database,risk analysis (engineering),13
downtime,electrical engineering,3
downtime,risk analysis (engineering),4
electrical engineering,social science,4
electrical engineering,sociology,5
physics,scada,4
power (physics),scada,4
power (physics),social science,3
power (physics),sociology,8
quantum mechanics,scada,4
quantum mechanics,social science,7
quantum mechanics,sociology,20
reliability (semiconductor),scada,3
risk analysis (engineering),scalability,13
data curation,economics,3
business,ftc fair_data information practice,6
business,legislation,29
business,privacy law,14
compliance (psychology),information privacy,4
compliance (psychology),privacy law,3
compliance (psychology),privacy policy,3
computer science,ftc fair_data information practice,6
computer science,privacy law,15
corporate governance,legislation,4
corporate governance,privacy policy,3
data protection act 1998,ftc fair_data information practice,5
data protection act 1998,privacy law,11
data protection act 1998,privacy policy,23
data protection act 1998,public administration,3
finance,legislation,4
finance,privacy policy,4
ftc fair_data information practice,information privacy,6
ftc fair_data information practice,internet privacy,4
ftc fair_data information practice,law,3
ftc fair_data information practice,political science,3
ftc fair_data information practice,privacy law,6
ftc fair_data information practice,privacy policy,6
information privacy,legislation,13
information privacy,privacy law,16
internet privacy,privacy law,13
law,privacy law,12
legislation,privacy law,5
legislation,privacy policy,8
legislation,public relations,11
legislation,social psychology,4
political science,privacy law,13
privacy law,privacy policy,16
privacy law,psychology,3
privacy law,public relations,4
privacy policy,psychology,6
privacy policy,social psychology,3
bibliometrics,business,7
bibliometrics,knowledge management,5
bibliometrics,thematic analysis,3
bibliometrics,thematic map,3
big data,financial services,5
business,enforcement,15
business,grey literature,3
business,law enforcement,14
business,scientific literature,3
corporate governance,software deployment,10
empirical research,ethical issues,3
empirical research,public relations,12
empirical research,software deployment,3
empirical research,systematic review,3
enforcement,engineering ethics,3
enforcement,law enforcement,9
enforcement,political science,18
enforcement,public relations,5
enforcement,sociology,3
engineering ethics,software deployment,13
engineering ethics,thematic map,3
ethical issues,software deployment,4
ethical issues,thematic analysis,4
financial services,sociology,4
grey literature,knowledge management,3
grey literature,public relations,4
grey literature,sociology,3
knowledge management,terminology,3
law enforcement,public relations,7
law enforcement,sociology,10
political science,scientific literature,3
political science,thematic map,4
sociology,thematic map,5
systematic review,thematic analysis,3
thematic analysis,thematic map,6
communication,data science,5
communication,machine learning,3
communication,operating system,4
communication,social psychology,5
conversation,data science,6
conversation,machine learning,3
conversation,operating system,3
conversation,psychology,6
archaeology,civil engineering,4
archaeology,process management,7
archaeology,sustainable development,9
civil engineering,engineering management,3
engineering management,geography,5
engineering management,sustainable development,3
knowledge management,plan (archaeology),3
knowledge management,sustainable development,10
algorithm,malware,5
algorithm,ransomware,3
algorithm,software deployment,5
biochemistry,malware,5
chemistry,malware,5
computer science,file system,5
computer security,file system,5
file system,malware,3
file system,operating system,4
file system,ransomware,3
access control,identity management,8
access control,identity theft,3
access control,information security,4
access control,insider,3
authentication (law),identity management,10
authentication (law),identity theft,3
authentication (law),information security,3
authentication (law),law,9
authentication (law),political science,9
computer science,identity management,12
computer security,identity management,12
computer security,insider threat,7
identity management,internet privacy,7
identity management,law,5
identity management,political science,5
information security,information sensitivity,3
information sensitivity,political science,3
insider threat,internet privacy,3
intrusion detection system,law,6
intrusion detection system,political science,6
architecture,geometry,4
architecture,variety (cybernetics),3
architecture,work (physics),3
art,geometry,5
art,intelligent transportation system,4
art,transport engineering,4
art,variety (cybernetics),6
art,work (physics),3
artificial intelligence,limiting,3
computer science,limiting,5
computer security,point (geometry),6
engineering,limiting,5
geometry,transport engineering,3
geometry,visual arts,4
intelligent transportation system,mechanical engineering,6
intelligent transportation system,the internet,6
intelligent transportation system,visual arts,4
intelligent transportation system,work (physics),4
intelligent transportation system,world wide web,7
limiting,mechanical engineering,5
limiting,world wide web,3
point (geometry),world wide web,3
the internet,transport engineering,5
transport engineering,visual arts,4
variety (cybernetics),visual arts,6
visual arts,work (physics),3
artificial intelligence,flexibility (engineering),15
artificial intelligence,software-defined networking,6
distributed computing,flexibility (engineering),3
distributed computing,network security,6
distributed computing,software-defined networking,7
distributed computing,statistics,8
flexibility (engineering),intrusion detection system,3
flexibility (engineering),machine learning,6
flexibility (engineering),network security,3
intrusion detection system,software-defined networking,6
machine learning,software-defined networking,5
network security,software-defined networking,3
economics,multimedia,4
economics,preparedness,5
management,preparedness,4
adaptation (eye),underpinning,3
categorization,knowledge management,4
categorization,management science,4
data science,distributed learning,5
data science,foundation (evidence),4
data science,underpinning,3
data sharing,distributed learning,5
data sharing,management science,4
distributed learning,federated learning,5
distributed learning,information privacy,5
distributed learning,key (lock),3
distributed learning,knowledge management,4
distributed learning,open research,4
foundation (evidence),management science,4
management science,work (physics),3
bridging (networking),computer security,5
business,public service,5
business,service delivery framework,7
computer science,public service,4
computer science,service delivery framework,7
knowledge management,public service,5
knowledge management,service delivery framework,6
marketing,public service,4
marketing,service delivery framework,6
political science,public service,5
political science,service delivery framework,5
process management,public service,4
process management,service delivery framework,5
public relations,public service,5
public relations,service delivery framework,5
public relations,software engineering,4
public service,service (business),5
public service,service delivery framework,4
service (business),service delivery framework,8
forensic science,history,3
current (fluid),engineering ethics,4
current (fluid),psychology,4
electrical engineering,engineering ethics,4
electrical engineering,psychology,12
engineering,mental health,7
engineering ethics,mental health,9
accountability,harm,4
accounting,data science,20
accounting,software engineering,4
audit,data science,16
closing (real estate),computer science,4
closing (real estate),data science,3
closing (real estate),law,4
closing (real estate),political science,4
computer science,trace (psycholinguistics),5
computer security,trace (psycholinguistics),3
harm,linguistics,4
harm,philosophy,8
harm,software deployment,3
linguistics,software deployment,6
linguistics,software engineering,8
linguistics,trace (psycholinguistics),5
philosophy,trace (psycholinguistics),5
political science,trace (psycholinguistics),3
artificial intelligence,generative model,19
biology,generative model,3
botany,generative grammar,3
computer science,generative model,19
computer security,generative model,3
data mining,generative grammar,6
data science,generative model,4
generative grammar,generative model,18
generative grammar,key (lock),5
generative grammar,medicine,5
generative grammar,pathology,3
generative model,machine learning,4
identification (biology),key (lock),6
biology,law and economics,8
biology,public administration,8
biology,sovereignty,4
business,sovereignty,6
context (archaeology),european union,9
context (archaeology),international trade,4
context (archaeology),law and economics,5
context (archaeology),public administration,4
context (archaeology),sovereignty,3
european union,law and economics,12
european union,medicine,14
european union,nursing,3
european union,paleontology,8
european union,politics,6
european union,public administration,10
european union,safeguarding,3
european union,sociology,15
european union,sovereignty,4
international trade,law and economics,14
international trade,medicine,11
international trade,paleontology,4
international trade,public administration,7
international trade,sovereignty,5
law,sovereignty,23
law and economics,medicine,5
law and economics,nursing,3
law and economics,paleontology,3
law and economics,sovereignty,4
medicine,public administration,7
medicine,sovereignty,3
nursing,public administration,3
paleontology,public administration,5
paleontology,safeguarding,6
paleontology,sovereignty,3
political science,sovereignty,23
politics,safeguarding,3
politics,sovereignty,23
public administration,sovereignty,4
sociology,sovereignty,13
computer science,descriptive statistics,4
descriptive statistics,mathematics,4
descriptive statistics,political science,3
descriptive statistics,psychology,3
descriptive statistics,statistics,4
health care,pharmacy,3
law,pharmacy,4
medical education,nursing,18
medical education,operating system,6
medical education,pharmacy,3
medical education,statistics,4
medicine,pharmacy,4
nursing,statistics,4
pharmacy,political science,4
pharmacy,psychology,3
software deployment,statistics,5
biology,natural resource economics,8
business,natural resource economics,9
ecology,natural resource economics,8
economics,environmental planning,15
economics,environmental science,13
economics,natural resource economics,10
environmental economics,environmental planning,5
environmental economics,environmental resource management,9
environmental economics,environmental science,11
environmental economics,natural resource economics,6
environmental economics,sustainability,15
environmental planning,natural resource economics,3
environmental resource management,natural resource economics,5
environmental science,natural resource economics,5
environmental science,sustainability,6
natural resource economics,sustainability,5
2019-20 coronavirus outbreak,artificial intelligence,8
2019-20 coronavirus outbreak,business,15
2019-20 coronavirus outbreak,data science,10
2019-20 coronavirus outbreak,pandemic,21
2019-20 coronavirus outbreak,risk analysis (engineering),3
artificial intelligence,outbreak,8
artificial intelligence,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),10
artificial intelligence,virology,8
business,outbreak,17
business,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),13
business,virology,17
coronavirus disease 2019 (covid-19),mathematics,6
coronavirus disease 2019 (covid-19),risk analysis (engineering),5
damages,risk analysis (engineering),3
data science,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),9
disease,risk analysis (engineering),4
infectious disease (medical specialty),mathematics,6
infectious disease (medical specialty),risk analysis (engineering),4
mathematics,pandemic,4
outbreak,pandemic,22
pandemic,risk analysis (engineering),5
pandemic,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),21
pandemic,virology,22
risk analysis (engineering),severe acute respiratory syndrome coronavirus 2 (sars-cov-2),3
generative model,mathematics education,4
generative model,multimedia,4
generative model,psychology,8
mathematics education,multimedia,7
mathematics education,world wide web,5
artificial intelligence,curriculum,7
artificial intelligence,grading (engineering),8
artificial intelligence,information technology,4
big data,higher education,4
big data,information ethics,4
computer science,grading (engineering),11
curriculum,ethical issues,3
curriculum,information security,3
deep learning,engineering ethics,3
deep learning,engineering management,4
deep learning,knowledge management,7
engineering,grading (engineering),9
engineering,information ethics,18
engineering,teaching method,3
engineering ethics,grading (engineering),6
engineering ethics,teaching method,3
ethical issues,higher education,6
grading (engineering),knowledge management,5
higher education,information ethics,5
higher education,information privacy,5
higher education,information security,4
higher education,information technology,3
higher education,teaching method,3
information ethics,information privacy,4
information ethics,information technology,3
business,social engineering (security),3
internet privacy,upload,3
advanced manufacturing,business,3
advanced manufacturing,embedded system,3
advanced manufacturing,engineering,3
advanced manufacturing,industry 4.0,3
advanced manufacturing,manufacturing,3
advanced manufacturing,manufacturing engineering,3
advanced manufacturing,marketing,3
artificial intelligence,manufacturing,5
artificial intelligence,smart manufacturing,4
biology,manufacturing,4
biology,manufacturing engineering,3
business,smart manufacturing,3
computer science,smart manufacturing,5
cyber-physical system,ecology,3
ecology,manufacturing,4
ecology,manufacturing engineering,3
ecology,marketing,25
embedded system,manufacturing engineering,15
embedded system,smart manufacturing,4
engineering,smart manufacturing,5
industry 4.0,manufacturing engineering,15
industry 4.0,smart manufacturing,4
manufacturing,manufacturing engineering,7
manufacturing,smart manufacturing,3
manufacturing,sustainability,3
manufacturing engineering,smart manufacturing,5
marketing,smart manufacturing,3
marketing,sustainability,14
operating system,smart manufacturing,3
advertising,human–computer interaction,3
advertising,medicine,3
advertising,neuroscience,3
advertising,social psychology,3
applied psychology,business,6
applied psychology,medical education,6
applied psychology,medicine,10
business,human–computer interaction,17
business,moderation,7
chatbot,computer science,14
chatbot,medical education,3
chatbot,medicine,6
chatbot,psychology,6
chatbot,social psychology,3
chatbot,world wide web,9
computer science,moderation,8
moderation,psychology,4
moderation,social psychology,4
moderation,world wide web,3
black box,computer security,7
black box,machine learning,6
black box,physics,5
black box,quantum mechanics,4
architecture,business,19
architecture,control (management),3
architecture,perspective (graphical),4
architecture,risk analysis (engineering),10
art,control (management),4
art,perspective (graphical),5
art,risk analysis (engineering),10
big data,control (management),6
control (management),visual arts,3
internet of things,perspective (graphical),9
perspective (graphical),risk analysis (engineering),7
perspective (graphical),visual arts,5
risk analysis (engineering),visual arts,9
corporate governance,data mining,6
corporate governance,interoperability,6
data governance,data mining,11
data governance,engineering,13
data mining,government (linguistics),7
data quality,engineering ethics,5
engineering ethics,linguistics,13
engineering ethics,metric (unit),3
finance,interoperability,5
interoperability,neuroinformatics,3
applications of artificial intelligence,physics,7
applications of artificial intelligence,quantum mechanics,3
artificial intelligence,formative assessment,4
civil engineering,grading (engineering),7
civil engineering,pedagogy,4
civil engineering,transformative learning,4
computer science,formative assessment,4
engineering ethics,formative assessment,3
formative assessment,knowledge management,4
grading (engineering),psychology,4
aerospace engineering,blockchain,4
aerospace engineering,risk analysis (engineering),17
automotive industry,blockchain,3
automotive industry,risk analysis (engineering),6
benchmark (surveying),computer network,4
benchmark (surveying),constant false alarm rate,4
benchmark (surveying),network security,5
computer network,constant false alarm rate,3
computer network,geodesy,6
computer network,geography,10
computer security,constant false alarm rate,5
computer security,false positive rate,6
constant false alarm rate,false positive rate,3
constant false alarm rate,geodesy,4
constant false alarm rate,geography,4
constant false alarm rate,network security,4
constant false alarm rate,the internet,4
constant false alarm rate,world wide web,4
denial-of-service attack,machine learning,20
false positive rate,the internet,4
false positive rate,world wide web,4
geodesy,network security,5
geography,network security,5
data science,transfer of learning,3
algorithm,archaeology,4
algorithm,geography,9
archaeology,state (computer science),4
geography,state (computer science),7
anthropology,politics,6
accounting,analytics,4
accounting,pathology,4
alternative medicine,hacker,4
alternative medicine,personally identifiable information,3
alternative medicine,privacy policy,3
analytics,audit,3
analytics,government (linguistics),4
analytics,linguistics,4
analytics,personally identifiable information,3
analytics,privacy law,3
analytics,privacy policy,3
audit,information privacy,4
audit,medicine,6
audit,pathology,3
business,privacy laws of the united states,4
computer science,privacy laws of the united states,3
computer security,privacy law,9
computer security,privacy laws of the united states,3
data science,personally identifiable information,9
data science,privacy law,4
data science,privacy policy,7
data sharing,personally identifiable information,4
data sharing,privacy law,3
data sharing,privacy policy,4
government (linguistics),health care,10
government (linguistics),personally identifiable information,5
hacker,information privacy,5
hacker,medicine,8
hacker,pathology,7
health care,personally identifiable information,5
health care,privacy policy,3
information privacy,privacy laws of the united states,4
internet privacy,privacy laws of the united states,3
law,privacy laws of the united states,4
linguistics,personally identifiable information,8
linguistics,privacy law,3
medicine,personally identifiable information,6
medicine,privacy law,3
medicine,privacy policy,8
pathology,personally identifiable information,4
pathology,privacy policy,5
personally identifiable information,philosophy,8
personally identifiable information,politics,4
personally identifiable information,privacy law,7
philosophy,privacy law,3
political science,privacy laws of the united states,4
applications of artificial intelligence,government (linguistics),3
government (linguistics),software deployment,3
architecture,confidentiality,3
confidentiality,software deployment,7
confidentiality,trustworthiness,3
internet privacy,smart contract,4
internet privacy,trustworthiness,16
business,corporate social responsibility,8
corporate social responsibility,political science,10
corporate social responsibility,public relations,10
corporate social responsibility,social responsibility,5
artificial intelligence,search and rescue,3
biology,search and rescue,3
computer science,search and rescue,3
drone,internet of things,6
drone,key (lock),5
drone,search and rescue,3
drone,software deployment,5
drone,wireless,6
genetics,internet of things,6
genetics,key (lock),5
genetics,search and rescue,3
genetics,software deployment,5
genetics,wireless,6
key (lock),robot,4
robot,search and rescue,3
robot,telecommunications,4
robot,wireless,3
robot,world wide web,5
search and rescue,telecommunications,3
search and rescue,wireless,3
algorithm,hash function,4
algorithm,public-key cryptography,6
cloud computing,hash function,4
cloud computing,public-key cryptography,5
computer science,hash chain,3
computer science,merkle tree,3
computer security,hash chain,3
computer security,merkle tree,3
correctness,programming language,5
database,verifiable secret sharing,4
encryption,set (abstract data type),4
hash chain,hash function,3
hash function,merkle tree,3
hash function,operating system,6
hash function,programming language,4
operating system,public-key cryptography,5
programming language,server,6
server,set (abstract data type),3
architectural engineering,telecommunications,3
smart city,telecommunications,11
computer science,digital divide,7
computer science,digital learning,4
computer science,digital literacy,3
computer science,educational technology,16
curriculum,educational technology,3
curriculum,mathematics education,7
curriculum,medical education,4
curriculum,the internet,3
curriculum,world wide web,4
digital divide,knowledge management,4
digital divide,political science,4
digital divide,psychology,3
digital divide,public relations,4
digital divide,the internet,4
digital divide,world wide web,4
digital learning,educational technology,4
digital learning,knowledge management,4
digital literacy,knowledge management,3
digital literacy,pedagogy,3
digital literacy,political science,4
digital literacy,public relations,4
educational technology,knowledge management,9
educational technology,mathematics education,10
educational technology,medicine,3
educational technology,multimedia,4
educational technology,pedagogy,7
educational technology,political science,5
educational technology,psychology,12
educational technology,technology integration,3
educational technology,world wide web,3
knowledge management,multimedia,4
mathematics education,medical education,7
mathematics education,medicine,7
medical education,pedagogy,9
pedagogy,technology integration,3
pedagogy,the internet,3
artificial intelligence,humanity,4
artificial intelligence,legislation,4
computer science,humanity,5
engineering,legislation,5
human intelligence,philosophy,3
human intelligence,sociology,4
