Id,Frequency
Dave O’Brien,1
Thomas Steinke,1
Salil Vadhan,1
Ina Sander,1
Faroq Awin,1
Yasser M. Alginahi,1
Esam Abdel‐Raheem,1
Kemal Tepe,1
Kaya Kuru,1
Darren Ansell,1
Balázs Bodó,2
Natali Helberger,1
Kristina Irion,1
K Zuiderveen Borgesius,1
Judith Möller,1
"Van der Velde, B.",1
Nadine Bol,1
B van Es,1
Claes H. de Vreese,1
Inga Ulnicane,1
William Knight,1
Tonii Leach,1
Winter-Gladys Wanjiku,1
Carolina Narvaez Rojas,1
Gustavo Alomía,1
Diego Fernando Loaiza,1
Carlos Andrés Tavera Romero,3
Ηλίας Δρίτσας,3
Μαρία Τρίγκα,3
Iliya Fayans,1
Yair Motro,1
Lior Rokach,2
Yossi Oren,1
Jacob Moran‐Gilad,1
Shakila Zaman,1
Risala Tasin Khan,2
Faisal Tariq,1
Kai‐Kit Wong,1
Kamrul Faisal,1
Olakunle Elijah,1
Ai Ling Pang,1
Sharul Kamal Abdul Rahim,1
Tan Kim Geok,1
Agus Arsad,1
Evizal Abdul Kadir,1
Muslim Abdurrahman,1
Radzuan Junin,1
Augustine Agi,1
Mohammad Yasin Abdulfatah,1
Godwin Anyomi,1
Elevane Dave,1
Adeola Folorunsho,1
Dave Noel,1
Kerstin Bongard-Blanchy,1
Arianna Rossi,2
Salvador Rivas,1
Sophie Doublet,1
Vincent Koenig,1
Siaw‐Teng Liaw,2
Harshana Liyanage,1
Craig Kuziemsky,1
Amanda Terry,1
Richard Schreiber,1
Jitendra Jonnagaddala,1
Inseon Oh,1
Shiho Kim,1
Eduardo Mosqueira-Rey,1
Elena Hernández-Pereira,1
David Alonso-Ríos,1
José Bobes-Bascarán,1
Ángel Fernández-Leal,1
Yuki Haruto Yamamoto,1
Daud Juristo Chiang,1
Zainal Arifin Hoesin,1
Syeda Nazia Ashraf,1
Selvakumar Manickam,2
Syed Saood Zia,1
Abdul Ahad Abro,1
Mueen Uddin,2
Maha Abdelhaq,2
Raed Alsaqour,2
Balaji Soundararajan,1
Francesca Monticone,1
Neil Selwyn,1
Yong-Woon Hwang,1
Im-Yeong Lee,1
Hwankuk Kim,1
Lee HyeJung,1
Donghyun Kim,1
Salvatore Sciacchitano,1
Armando Bartolazzi,1
Jathan Sadowski,1
Daniel C. Baumgart,1
Noella Edelmann,1
Judith Schoßböck,1
Pawan Whig,1
Rattan Sharma,1
Anupriya Jain,1
S. Sharma,1
Ado Adamou Abba Ari,1
Olga Kengni Ngangmo,1
Chafiq Titouna,1
Ousmane Thiaré,1
Kolyang,1
Alidou Mohamadou,1
Abdelhak Mourad Gueroui,1
Wayes Tushar,1
Tapan Kumar Saha,1
Mohammad Sohrab Hasan Nizami,1
Mollah Rezaul Alam,1
David B. Smith,2
Yaiza Rubio Viñuela,1
Chema Alonso,1
Mark Manulis,1
Christopher Bridges,1
R. Harrison,1
Vyas Sekar,1
Alexander Davis,1
David McNeish,1
Alexander Blanchard,1
Elizabeth Edgar,1
Nour Mheidly,1
Jawad Fares,1
Sudhi R. Sinha,1
Young Moo Lee,1
Shumin Wang,1
Xin Jiang,1
Muhammad Bilawal Khaskheli,1
Bishnu Bahadur Khatri,1
Parbata Devi Karki,1
Samantha Kanza,1
Cerys Willoughby,1
Nicholas Gibbins,1
Richard J. Whitby,1
Jeremy G. Frey,1
Jana Erjavec,1
K Zupancić,1
Matjaž Hren,1
Katarina Kovač,1
Dalia Abdulkareem Shafiq,1
Shaha Al‐Otaibi,1
Rima Shishakly,1
Abdalwali Lutfi,2
Guilin Cai,1
Baosheng Wang,1
Tian-zuo Wang,1
Niharika Singh,1
Chang‐Tsun Li,2
Hin Chan,2
Ba Dung Le,1
Rafiqul Islam,3
Warren Armstrong,2
Shintaro Okazaki,1
Martin Eisend,1
Kirk Plangger,1
Oluchukwu Modesta Oluoha,1
Abisola Odeshina,1
Friday Okpeke,1
Verlinda Attipoe,1
Omamode Henry Orieno,2
Dazhong Wu,1
Matthew J. Greer,1
David W. Rosen,1
Vidya Krishnan Mololoth,1
Saguna Saguna,1
Christer Åhlund,1
Teck Ming Tan,2
Saila Saraniemi,1
Anna Sui,1
Wuyou Sui,1
Sam Liu,1
Ryan E. Rhodes,1
Wei Feng,1
Hengrun Zhang,1
Kai Zeng,1
Yu Xiao,1
Ming‐Lang Tseng,1
Alessandro Stefanini,2
Govind Kumar,1
D. Hemanand,1
Vasiliki Liagkou,3
Chrysostomos Stylios,1
Lamprini Pappa,1
Alexander Petunin,1
Rob Walton,1
Jesse Ables,1
William Anderson,1
Ioana Banicescu,1
Maria Seale,1
Teklay Gebremichael,1
Lehlogonolo P. I. Ledwaba,1
Mohamed Hamdy Eldefrawy,1
Gerhard P. Hancke,3
Nuno Pereira,1
Mikael Gidlund,1
Johan Åkerberg,1
Anushree Tiwari,1
Shailesh Jain,1
Kanika Singh Dhull,1
Arunkumar Sajjanar,1
Rahul Puthenkandathil,1
Kapil Paiwal,1
Ramanpal Singh,1
Said A. Salloum,1
Sunil Vadera,1
Reyazur Rashid Irshad,1
Shahid Hussain,1
Ihtisham Hussain,1
Ibrar Ahmad,1
Adil Yousif,1
Ibrahim M. Alwayle,1
Ahmed Abdu Alattab,1
Khaled M. Alalayah,1
John G. Breslin,2
Mohammed Mehdi Badr,1
Mitul Harishbhai Tilala,1
Pradeep Kumar Chenchala,1
Ashok Choppadandi,1
Jagbir Kaur,1
Savitha Naguri,1
Rahul Saoji,1
Bhanu Devaguptapu,1
Haroon Arif,1
Aashesh Kumar,1
Muhammad Fahad,1
Hafiz Khawar Hussain,1
Syed Fazal Hussein Shah,1
Rubeta Matin,2
Karen Elliott,1
Rob Price,1
Patricia Shaw,1
Tasos Spiliotopoulos,1
Magdalene Ng,1
Kovila Coopamootoo,1
Sayawu Yakubu Diaba,1
Miadrezah Shafie-khah,1
Mohammed Elmusrati,1
Claudia Stöcker,1
Rohan Bennett,1
Francesco Nex,1
M. Gerke,1
J.A. Zevenbergen,1
Chen Qin,1
Huaqi Qiu,1
Giacomo Tarroni,1
Jinming Duan,1
Wenjia Bai,1
Jonathan Cook,1
Sabih ur Rehman,1
M. Arif Khan,1
Yousaf Bin Zikria,4
Saif Ur Rehman,1
Heng Zeng,1
Manal Yunis,1
Ayman Khalil,1
Nawazish Mirza,1
Katherine L. Tucker,1
Janice Branson,1
Maria Dilleen,1
Sally Hollis,1
Paul Loughlin,1
Mark J. Nixon,1
Zoë Williams,1
Chenquan Gan,1
Jiabin Lin,1
Da-Wen Huang,1
Qingyi Zhu,1
Liang Tian,1
Navid Bayati,1
Mehdi Savaghebi,1
Tracy Tam,1
Asha Rao,1
Joanne L. Hall,1
Asad Ali Siyal,1
Aisha Zahid Junejo,1
Muhammad Zawish,1
Kainat Ahmed,1
Aiman Khalil,1
Georgia Soursou,1
Luis Marco-Ruiz,1
Miguel Ángel Tejedor Hernández,1
Phuong Dinh Ngo,2
Alexandra Makhlysheva,1
Therese Olsen Svenning,1
Kari Dyb,1
Taridzo Chomutare,2
Carlos Fernández-Llatas,2
Jorge Muñoz-Gama,2
Maryam Tayefi,2
Binaebi Gloria Bello,2
Sunday Tubokirifuruar Tula,2
Titilola Falaiye,2
Anna Triantafyllou,1
Jose Antonio Perez Jimenez,1
Alejandro J. del Real,1
Tjerk Timan,1
Zoltán Ádám Mann,1
Isabelle Rose I. Alberto,1
Nicole Rose I. Alberto,1
Arnab K. Ghosh,1
Bhav Jain,1
Shruti Jayakumar,1
Nicole Martinez‐Martin,3
Ned McCague,1
Dana Moukheiber,2
Lama Moukheiber,1
Mira Moukheiber,1
Sulaiman Moukheiber,1
Antonio Yaghy,1
Andrew Zhang,1
Li Jin,1
Wei Xiao,1
Chong Zhang,1
Soufiene Djahel,1
Ronan Doolan,1
Gabriel‐Miro Muntean,1
John Murphy,1
Abdelzahir Abdelmaboud,3
Mohammed Abaker,1
Hashim Albasheer,1
Sara Ghorashi,1
Faten Khalid Karim,1
Benedikt Fecher,1
Sascha Friesike,1
Marcel Hebing,1
Stephanie B. Linek,1
Armin Sauermann,1
S Kavya,1
D. Sumathi,1
Lowri Williams,1
Hammad Afzal,1
Bilal Ahmad Brar,1
Joydip Bhowmick,1
Kabir Gujral,1
Emyr Thomas,1
INNOCENSIA OWUOR,1
Hartwig H. Hochmair,1
Morgan Guillaudeux,1
Olivia Rousseau,1
Julien Petot,1
Zineb Bennis,1
Charles-Axel Dein,1
Thomas Goronflot,1
Nicolas Vince,1
Sophie Limou,1
Matilde Karakachoff,1
Matthieu Wargny,1
Pierre‐Antoine Gourraud,1
Roberto Cerchione,1
Piera Centobelli,1
Emanuela Riccio,1
Stefano Abbate,1
Eugenio Oropallo,1
Moti Yung,1
Jingguo Wang,1
Paul Kariuki,1
Lizzy Ofusori,1
Prabhakar Rontala Subramaniam,1
Fokunang Charles,1
Marceline Djuidje Ngounoue,1
Joseph Fokam,1
Estella Tembe-Fokunang,1
Basile Ngono,1
Innocente Mantsana,1
Mfochive Njindam Illiasou,1
Christie Tiwoda,1
Francis Ndongo Ateba,1
Tchinda Tiabou,1
Lowe Gnintedem Patrick Juvet,1
Pasteur Sap Jacques Duclaire,1
Mgr Etoundi Jean,1
Mpah Wanga Julien Eymard,1
Ngu Paul Nembo,1
Jerome Ateudjio,1
Charles Kouanfack,1
Eboumbou Moukoko Caroline Else,1
Leopold Lehman,1
Binan Fidele Ange,1
Lovet Benyella Fokunang,1
Atanga Benjamin,1
Zoung-Khanyi Bisseck Anne Cécile,1
Marie Claire Assoumou Okomo,1
Dickson Shey Nsagha,1
Mbacham Fon Wilfred,1
Marie Therese Obama Abena Ondoua,1
Zintchem Roger,1
Vincent Pryde Kehdingha Titanji,1
László Kovács,1
Daniel Schlette,1
Marco Caselli,1
Pouya Kashefi,1
Yasaman Kashefi,1
AmirHossein Ghafouri Mirsaraei,1
Aarya Gupta,1
Eshaan Sarda,1
Oded Nov,1
Nina Singh,1
Huong Ha,1
C.K. Peter Chuah,1
Amjed Sid Ahmed,1
Polina Durneva,1
Karlene Cousins,1
Min Chen,2
Abiodun Ayantayo,1
Amrit Kaur,1
Anit Kour,1
Xavier Schmoor,1
Fayyaz Shah,1
Ian Vickers,1
Paul Kearney,1
Mohammed M. Abdelsamea,1
Il Hwan Ji,1
Ju Hyeon Lee,1
Min Ji Kang,1
Woo Jin Park,1
Seungho Jeon,2
Jung Taek Seo,2
K. Krishna Jyothi,1
Subba Reddy Borra,1
Koganti Srilakshmi,1
Praveen Kumar Balachandran,1
Ganesh Prasad Reddy,1
C. Dhanamjayulu,1
Ravikumar Chinthaginjala,1
Shams Forruque Ahmed,2
Md. Sakib Bin Alam,2
Maruf Hassan,1
Mahtabin Rodela Rozbu,1
Taoseef Ishtiak,1
Nazifa Rafa,1
M. Mofijur,1
A. B. M. Shawkat Ali,1
Cailbhe Doherty,1
Maximus Baldwin,1
R. Lambe,1
Marco Altini,1
Brian Caulfield,2
George Kornaros,1
James Paul Onoja,1
Oladimeji Hamza,1
Anuoluwapo Collins,1
Ubamadu Bright Chibunna,1
Adeoluwa Eweja,1
Qimei Cui,1
Guoshun Nan,1
Xuefei Zhang,1
Jianhua Zhang,1
Xinchen Lyu,1
Ming Ai,1
Xiaofeng Tao,1
Zhiyong Feng,1
Ping Zhang,1
Qingqing Wu,1
Meixia Tao,1
Yong‐Ming Huang,1
Chongwen Huang,1
Guangyi Liu,1
Chenghui Peng,1
Zhiwen Pan,1
Tao Sun,1
Mark Arnold,1
Vibhushinie Bentotahewa,1
Jason Williams,1
Mandeep Goyal,1
Tolulope Esther Edunjobi,2
Opeyemi Abayomi Odejide,3
Musa Adekunle Ayanwale,1
Owolabi Paul Adelana,1
Rethabile Rosemary Molefi,1
Olalekan Adeeko,1
Adebayo Monsur Ishola,1
Stephanie Russo Carroll,1
Ibrahim Garba,1
Rebecca Plevel,1
Desi Small‐Rodriguez,1
Vanessa Y. Hiratsuka,1
Māui Hudson,1
Vincent Zibi Mohale,1
Ibidun Christiana Obagbuwa,1
Cristos Velasco,1
Sutirtha Chatterjee,1
Blaž Meden,1
Peter Rot,1
Philipp Terhörst,1
Naser Damer,1
Arjan Kuijper,1
Walter J. Scheirer,1
Arun Ross,1
Peter Peer,1
Vitomir Štruc,1
Alessandro Annoni,1
Stefano Nativi,1
Arzu Çöltekin,1
Cheryl Desha,1
Eugene Eremchenko,1
Caroline Gevaert,1
Grégory Giuliani,1
Luis Perez-Mora,1
Joseph Strobl,1
Stephanie Tumampos,1
Dillip Kumar Rath,1
Ajit Kumar,1
Akash Sharma,1
Sunil K. Singh,1
Anureet Chhabra,1
Sudhakar Kumar,1
Massoud Moslehpour,1
Patrick McCorry,1
Siamak F. Shahandashti,1
Feng Hao,1
Georgios Feretzakis,2
Vassilios S. Verykios,3
Brenna N. Renn,1
Theresa J. Hoeft,1
Heather Sophia Lee,1
Amy M. Bauer,1
Patricia A. Areán,1
Alain Loukaka,1
Shawon S. M. Rahman,1
Kira Matus,1
Cassandra Dodge,1
Nathan Fisk,1
George W. Burruss,1
Richard K. Moule,1
Chae M. Jaynes,1
Holly Ann Garnett,1
Toby S. James,1
Kristin Briney,1
Joaquim Leitão,1
Paulo Gil,1
Bernardete Ribeiro,1
Alberto Cardoso,1
Arnold Mashud Abukari,1
Iddrisu Zulfawu,1
Edem Kwedzo Bankas,1
Issah Gibrilla,1
Jesús Hamilton Ortiz,1
Osamah Ibrahim Khalaf,1
Andrea Ríos Prado,1
Jin Park,1
Jong Hyuk Park,2
Jong Park,2
Peter Novitzky,1
Ivo Sluganovic,1
Yixuan Zhang,2
Basem Suleiman,1
Muhammad Johan Alibasa,1
Farnaz Farid,1
Dasom Lee,2
David J. Hess,2
Vlad Krotov,1
Leigh Johnson,1
Leiser Silva,1
Gaurav Deep,1
Rajni Mohana,1
Anand Nayyar,3
Sanjeevikumar Padmanaban,1
Eklas Hossain,2
Hao Luo,1
Mateo Aboy,2
Nicholson Price,1
Tiago Palma Pagano,1
Rafael B. Loureiro,1
Fernanda V. N. Lisboa,1
Rodrigo M. Peixoto,1
Guilherme A. de Sousa Guimarães,1
Gustavo O. R. Cruz,1
Maira M. Araujo,1
Lucas Lisboa dos Santos,1
Marco A S Cruz,1
Ewerton L. S. Oliveira,1
Ingrid Winkler,1
Erick Giovani Sperandio Nascimento,1
Fang Wang,1
Miodrag Lovrić,1
Gesina Schwalbe,1
Bettina Finzel,1
Noman Haleem,1
Hercules Dalianis,1
Elisa Salvi,1
Andrius Budrionis,1
Fred Godtliebsen,1
Stephanie R. Partridge,1
Allyson Todd,1
Si Si Jia,1
Rebecca Raeside,1
Noelle Brown,1
Benjamin Xie,1
Ella Sarder,1
Eliane S. Wiese,1
Paul Scalise,1
Matthew Boeding,1
Michael Hempel,1
Hamid Sharif,1
Joseph Delloiacovo,1
John Shelton Reed,1
Rimke Bijker,1
Stephanie Merkouris,1
Nicki A. Dowling,1
Simone N. Rodda,1
Pompeu Casanovas,1
Monica Palmirani,1
Silvio Peroni,1
Tom van Engers,1
Fabio Vitali,1
Paul Delfabbro,1
Uri Porath,1
Aruna Rajapaksha,1
Nisha Jayasuriya,1
Muhammad Akbar Husnoo,1
Mike Ryan,1
Markus Fruth,1
Frank Teuteberg,1
Αναστάσιος Παπαθανασίου,2
George Liontos,2
Euripidis Glavas,1
Omar Ali Beg,1
Asad Ali Khan,1
Waqas ur Rehman,1
Suliman Abdulmalek,1
Abdul Nasir,1
Waheb A. Jabbar,1
Mukarram A. M. Almuhaya,1
Anupam Kumar Bairagi,1
Md. Al-Masrur Khan,1
Seong‐Hoon Kee,1
Hina Alam,1
Ahmad Arsalan,1
Muhammad Anwar,1
Muhammad Faheem,3
Muhammad Waqar Ashraf,1
Marco Nalin,1
Ilaria Baroni,1
Giuliana Faiella,1
Maria Rosaria Romano,1
Flavia Matrisciano,1
Erol Gelenbe,3
David Mari Martinez,1
Jos Dumortier,1
Pantelis Natsiavas,1
Kostas Votis,1
Vassilis Koutkias,1
Fabrizio Clemente,1
Hao Guan,1
Pew‐Thian Yap,1
Andrea Bozoki,1
Mingxia Liu,1
Jamin Rahman Jim,1
Md. Tanzib Hosain,1
M. F. Mridha,1
Md. Mohsin Kabir,1
Jungpil Shin,1
Kamal Kant Hiran,1
Ruchi Doshi,1
Manish Dadhich,1
Abdel‐Hameed Al‐Mistarehi,1
Xiaohuan Li,1
Xumin Huang,1
Chunhai Li,1
Rong Yu,1
Jae Kyu Lee,1
Younghoon Chang,1
Hun-Yeong Kwon,1
Beopyeon Kim,1
Dun Li,2
Dezhi Han,2
Tien‐Hsiung Weng,1
Hongzhi Li,1
Arcangelo Castiglione,1
Kuan‐Ching Li,1
Kheng-Leong Tan,1
Chi‐Hung Chi,1
İlker Kara,1
Murathan Ok,1
Ahmet Ozaday,1
Chuka Anthony Arinze,2
Muhammad Arsal,1
Bilal Saleem,1
Sommia Jalil,1
Maila Zahra,1
Ayaz Ur Rehman,1
Zia Muhammad,1
Philippa C. Griffin,1
Jyoti Khadake,1
Kate LeMay,1
Suzanna Lewis,1
Sandra Orchard,1
Andrew J. Pask,1
Bernard J. Pope,1
Ute Roessner,1
Keith Russell,1
Torsten Seemann,1
Andrew Treloar,1
Sonika Tyagi,1
Jeffrey H. Christiansen,1
Saravanan Dayalan,1
Simon Gladman,1
Sandra Hangartner,1
Helen L. Hayden,1
William Wing Ho Ho,1
Gabriel Keeble‐Gagnère,1
Pasi K. Korhonen,1
Peter Neish,1
Priscilla R. Prestes,1
Mark F. Richardson,1
Nathan S. Watson‐Haigh,1
Kelly L. Wyres,1
Neil D. Young,1
Maria Victoria Schneider,1
Abdullah Al-Noman Patwary,1
Saurabh Garg,2
Sudheer Kumar Battula,1
Md Anwarul Kaium Patwary,1
Erfan Aghasian,2
Aniket Mahanti,1
Mingwei Gong,1
Guillermo Rodríguez-Abitia,1
Sandra Martínez Pérez,1
María Soledad,1
Edgar Omar López-Caudana,1
Yanjinlkham Myagmar-Ochir,1
Wooseong Kim,1
Waymond Rodgers,1
James M. Murray,1
Abraham Stefanidis,1
William Y. Degbey,1
Shlomo Y. Tarba,1
"Boczar, Jason",1
"Collins, Nina",1
"Cummings-Sauls, Rebel",1
"Fishel, Terri",1
"Horton, Valerie",1
"Inefuku, Harrison W",1
"Melton, Sarah",1
"Neds-Fox, Joshua",1
"Robertson, Wendy C",1
"Roh, Charlotte",1
"Schlosser, Melanie",1
"Sipovic, Jaclyn",1
"Thomas, Camille",1
"Westin, Monica",1
Matthew G. Crowson,1
Aldo Robles Arévalo,1
Barbara D. Lam,1
Sreekar Mantena,1
Aakanksha Rana,1
Deborah Goss,1
David W. Bates,1
Ann Cavoukian,3
Scott Taylor,1
Martin Abrams,1
Daofeng Li,1
Silas Hsu,1
Deepak Purushotham,1
Renee Sears,1
Ting Wang,1
Thien Huynh‐The,2
Farzad Tofigh,1
Massimo Piccardi,1
Daniel Franklin,1
Nneamaka Chisom Onyebuchi,1
Ayat Droos,1
Shitharth Selvarajan,1
Catherine E. Richards,1
Asaf Tzachor,1
Richard Fenner,1
Vatsal Gupta,1
Christian Geiger,1
Jörn von Lucke,1
Tyler Balon,1
Ibrahim Baggili,1
Damilola Oladimeji,1
Khushi Gupta,1
Nuri Alperen Kose,1
Kubra Gundogan,1
Linqiang Ge,1
Fan Liang,2
Chinedu Ezeigweneme,1
Valentine Ikenna Ilojianya,1
Boris A. Vinatzer,1
Lenwood S. Heath,1
Hussain M. J. Almohri,1
Michael J. Stulberg,1
Christopher Lowe,1
Song Li,1
Pam Dixon,1
Josephina Antoniou,2
Tilimbe Jiya,2
Peter May,1
Chris Koski,1
Nicholas Stramp,1
Madumitha Venkatasubramanian,1
Gordon C. Galligher,1
Roshan Sedar,1
Charalampos Kalalas,1
Francisco Vázquez-Gallego,1
Luis Alonso,1
Jesús Alonso-Zárate,1
Aizhan Tursunbayeva,1
Claudia Pagliari,1
Stefano Di Lauro,1
Gilda Antonelli,1
Michael Losavio,1
K. P. Chow,1
András Koltay,1
Joshua I. James,1
Taqwa Ahmed Alhaj,1
Settana Mohammed Abdulla,1
Mohmmed Abdulla Elshekh Iderss,1
Alaa Abdalati Ahmed Ali,1
Fatin A. Elhaj,1
Muhammad Akmal Remli,1
Lubna A. Gabralla,1
Lev Streltsov,1
Joseph Bamidele Awotunde,3
Sakinat Oluwabukonla Folorunso,2
Sunday Adeola Ajagbe,2
Sathyanarayanan Doraiswamy,1
Amit Abraham,1
Ravinder Mamtani,1
Sohaila Cheema,1
Neyara Radwan,1
Maged Farouk,1
Xueli Wang,1
Derui Ding,2
Arun Sukumar,1
Hannan Amoozad Mahdiraji,1
Vahid Jafari‐Sadeghi,1
Fazlullah Khan,3
Ryan Alturki,2
Md. Arafatur Rahman,1
Spyridon Mastorakis,2
Imran Razzak,2
Syed Tauhidullah Shah,1
Anwaar Ali,1
Raihan Ur Rasool,2
Arjuna Sathiaseelan,1
Jon Crowcroft,1
Satish Narayana Srirama,1
Giuliano Casale,2
Rodrigo N. Calheiros,1
Yogesh Simmhan,1
Blesson Varghese,1
Bahman Javadi,1
Luis M. Vaquero,1
Marco A. S. Netto,1
Adel N. Toosi,1
Maria A. Rodriguez,1
Ignacio M. Llórente,1
Sabrina De Capitani di Vimercati,1
Pierangela Samarati,1
Dejan Milojičić,1
Carlos A. Varela,1
Rami Bahsoon,2
Marcos Dias de Assunção,1
Omer Rana,1
Wolfgang Gentzsch,1
Albert Y. Zomaya,2
Haiying Shen,1
Elmustafa Sayed Ali,1
Rashid A. Saeed,2
Mona Bakri Hassan,1
Nazmus Shaker Nafi,2
Savitri Bevinakoppa,1
John Y. H. Bai,1
Stephanie Moore,1
Lenandlar Singh,1
Helen Crompton,1
Apostolos Koutropoulos,1
Evgeniy Terentev,1
Alexander M. Sidorkin,1
Steven Watson,1
Dorothy Mulligan,1
Sarah Honeychurch,1
Charles B. Hodges,1
Mike Sharples,1
Andrew Swindell,1
Isak Froumin,1
Ahmed Tlili,1
Patricia J. Slagter van Tryon,1
Jing Leng,1
Kai Zhang,1
Thomas K. F. Chiu,1
Manuel B. Garcia,1
Ramesh C. Sharma,1
Bryan Alexander,1
Olaf Zawacki‐Richter,1
Henk Huijser,1
Chanjin Zheng,1
Peter Shea,1
Josep M. Duart,1
Chryssa Themelis,2
Anton Vorochkov,1
Sunagül Sani-Bozkurt,1
Robert L. Moore,1
César Sánchez,1
Gerardo Schneider,1
Wolfgang Ahrendt,1
Ezio Bartocci,1
Domenico Bianculli,1
Christian Colombo,1
Ylìès Falcone,1
Adrian Francalanza,1
Srđan Krstić,1
João Lourenço,1
Dejan Ničković,1
Gordon J. Pace,1
José Rufino,1
Julien Signoles,1
Dmitriy Traytel,1
Alexander Weiß,1
Nishat I Mowla,1
Nguyen H. Tran,1
Inshil Doh,1
Kijoon Chae,1
Ali Farazmand﻿,1
Omar Elnakib,1
Eman Shaaban,1
Mohamed Mahmoud,3
Karim Emara,1
Arafat Al-Dhaqm,1
Shukor Abd Razak,2
George Grispos,1
AbdulRahman A. Alsewari,1
Ishamuddin Mustapha,1
Yamounah Vaicondam,1
Agha Jahanzeb,1
Burkhanov Aktam Usmanovich,1
Siti Hawa Binti Yusof,1
Arkadiusz Stopczynski,1
Vedran Sekara,1
Piotr Sapieżyński,1
Andrea Cuttone,1
Mette My Madsen,1
Jakob Eg Larsen,1
Sune Lehmann,2
Usama Ahmed,1
Mohammad Nazir,1
Amna Sarwar,1
El‐Hadi M. Aggoune,1
Muhammad Adnan Khan,1
Alina Yanko,1
Khursheed Aurangzeb,1
Muhammad Shahid Anwar,1
Valentine Joseph Owan,1
Kinsgley Bekom Abang,1
Delight Omoji Idika,1
Eugene Onor Etta,1
Bassey Asuquo Bassey,1
Pietro Ferrara,1
Amit Kr Mandal,1
Agostino Cortesi,1
Fausto Spoto,1
Naeem Khan,1
Shibli Nisar,1
Muhammad Attique Khan,2
Yasar Abbas Ur Rehman,1
Mohamed Abdalla,1
Moustafa Abdalla,1
Petros S. Bithas,1
Demosthenes Vouyioukas,1
Αthanasios G. Kanatas,1
Noe Elisa,1
Longzhi Yang,1
Fei Chao,1
Nitin Naik,1
Tossapon Boongoen,1
Dennis Nguyen,1
Erik Hekman,1
Duzgun Agdas,1
Kenan Degirmenci,2
Anna Krzeminska,1
Robert D. Austin,1
Susanne M Bruyère,1
Darren Hedley,1
Edgar Batista,1
M. Angels Moncusi,1
Pablo López-Aguilar,1
Antoni Martínez-Ballesté,1
Timothy J. Sturgeon,1
Tanisha Singh,1
Vaidik Shreshth,1
Anshu Raj,1
Sujata Swain,1
Anjan Bandyopadhyay,1
Neeraj Sharma,1
K. Balasamy,1
Umapriya Rajendran,1
Suganyadevi Sellappan,1
Rohan Jaikumar,1
Asma A. Alhashmi,1
Abdulbasit A. Darem,1
Jemal Abawajy,3
Ali Asgary,1
Ali İhsan Özdemir,1
Hale Özyürek,1
Ariel López-González,1
Mailyn Moreno Espino,1
Ariadna Claudia Moreno Román,1
Yahima Hadfeg Férnandez,1
Nayma Cepero Pérez,1
Katalin Parti,1
Ákos Szigeti,1
Zaheer Allam,3
David S. Jones,1
Javier Sánchez‐Monedero,1
Lina Dencik,1
Deepshi Arora,1
Yugam Taneja,1
Diksha Gulati,1
Anil Pareek,1
Rupesh K. Gautam,1
Wasim Ahmed,1
Sergej Lugović,1
Osama Halabi,1
Patricia Baudier,1
Hui Zhang,1
Jingqi Zhang,1
Mitra Arami,1
Xiaokui Shu,1
Danfeng Yao,1
Elarbi Badidi,3
Marleen Weulen Kranenbarg,1
Thomas J. Holt,1
Jinpeng Han,1
Manzhi Yang,1
Xiaoguang Chen,1
Hongtao Liu,1
Jianhao Li,1
Xiaobo Ma,1
Vicki Xafis,2
G. Owen Schaefer,2
Markus K. Labude,1
Iain Brassington,1
Angela Ballantyne,3
Hannah Y. Lim,1
Wendy Lipworth,1
Tamra Lysaght,2
Cameron Stewart,2
Shirley Sun,1
Graeme Laurie,2
E Shyong Tai,2
Qing Xue,1
Chengwang Ji,1
Shaodan Ma,1
Jiajia Guo,1
Yongjun Xu,1
Qianbin Chen,1
Wei Zhang,1
Javed Iqbal,1
Diana Jaimes,1
Pallavi Makineni,1
Sachin Subramani,1
Sarah Hemaida,1
Thanmai Reddy Thugu,1
Amna Naveed Butt,1
Jarin Tasnim Sikto,1
Pareena Kaur,1
Muhammad Ali Lak,1
Monisha Augustine,1
Roheen Shahzad,1
Mustafa A. Arain,1
Md. Anwar Hussen Wadud,1
Md. Jahidul Islam,1
T. M. Amir-Ul-Haque Bhuiyan,1
Zulfiqar Ali,1
Aya Fukami,1
Radina Stoykova,1
Zeno Geradts,1
Andreas Nautsch,1
Abelino Jiménez,1
Amos Treiber,1
Jascha Kolberg,1
Catherine Jasserand,1
Els Kindt,1
Héctor Delgado,1
Massimiliano Todisco,1
Mohamed Amine Hmani,1
Aymen Mtibaa,1
Mohammed Ahmed Abdelraheem,1
Alberto Abad,1
Francisco Teixeira,1
Driss Matrouf,1
Marta Gomez‐Barrero,2
Dijana Petrovska‐Delacrétaz,1
Gérard Chollet,1
Nicholas Evans,1
Thomas Schneider,2
Jean-François Bonastre,1
Bhiksha Raj,1
Isabel Trancoso,1
Christoph Busch,2
Suhyeon Lee,1
Seungjoo Kim,1
Hong Shen,1
Alicia DeVos,1
Motahhare Eslami,1
Kenneth Holstein,1
Robert Luh,1
Marlies Temper,1
Simon Tjoa,1
Sebastian Schrittwieser,1
Frank M. Aarestrup,1
A. Albeyatti,1
W. J. Armitage,1
Charles Auffray,1
Luca Augello,1
Rudi Balling,1
Nora Benhabilès,2
Jan G. Bjaalie,1
Michaela Black,1
Niklas Blomberg,2
Petronille Bogaert,1
Marian Bubak,1
