Id,Frequency
heaven,1
english language,1
reflexivity,2
information technology audit,2
internal control,1
joint audit,2
breast imaging,1
mammography,1
xbrl,1
integrated reporting,1
enculturation,1
web analytics,1
food chain,1
global value chain,1
food systems,3
comparative advantage,1
chat room,1
online chat,1
aging in place,1
stateless protocol,1
event study,1
distancing,1
cash transfers,1
social exclusion,1
social protection,1
data link layer,1
bloom filter,1
informatization,2
modernization theory,2
immigration,1
islamic finance,1
conflation,1
shareholder,1
comparative effectiveness research,1
performance metric,1
maritime security,1
hazardous waste,1
seborrheic keratosis,1
vitiligo,1
data redundancy,1
initialization,1
centroid,1
k-means clustering,1
dual purpose,1
loyalty business model,1
customer delight,1
service quality,2
customer advocacy,1
customer retention,1
customer to customer,1
customer intelligence,1
program management,1
distributed power generation,1
flood control,1
flood forecasting,1
voltage optimisation,1
volt-ampere reactive,1
voltage regulation,1
power control,1
power factor,1
payment card,1
solubility,1
escherichia coli,1
protein sequencing,1
test set,1
protein expression,1
peptide sequence,1
residual,1
mendelian inheritance,1
medical genetics,1
human genome,1
sanger sequencing,1
formal learning,1
language assessment,1
vocabulary,1
coursework,1
padding,1
oak ridge national laboratory,1
national laboratory,1
housekeeping,1
gateway (web page),2
processor scheduling,1
thread (computing),1
shipyard,1
shipbuilding,1
variation (astronomy),1
contextual image classification,1
flagging,1
lattice-based cryptography,1
post-quantum cryptography,1
quantum algorithm,1
lattice problem,1
biosignal,1
legal psychology,1
customer service,1
customer experience,1
spectrogram,1
a priori and a posteriori,1
public key certificate,1
third party,1
service recovery,1
compensation (psychology),1
information management,2
knowledge-based systems,1
vectorization (mathematics),1
root (linguistics),1
psychosocial,1
applications of nanotechnology,1
expert elicitation,1
global challenges,1
medical physicist,1
sorting,1
electricity retailing,1
natural resource,1
heart rhythm,1
use of force,1
public security,1
deadly force,1
pier,1
payment service provider,1
hash tree,1
friendship,1
loneliness,1
sustainable growth rate,1
bankruptcy,1
transaction data,1
artifact-centric business process model,1
business rule,1
business process modeling,1
acknowledgement,1
missing data,2
imputation (statistics),1
life course approach,1
early childhood,1
liberation,1
in vitro,1
gait,1
physiology,3
life-critical system,1
busbar,1
differential protection,1
trusted network connect,1
join (topology),1
peacekeeping,1
human security,1
intermittent energy source,1
alarm,1
unscented transform,1
extended kalman filter,1
moving horizon estimation,1
health psychology,1
climate change adaptation,1
neologism,1
firepower,1
legal pluralism,1
pluralism (philosophy),1
deference,1
prerogative,1
communism,1
medical services,1
group method of data handling,1
mass customization,1
critical mass (sociodynamics),1
it risk,1
electronic materials,1
judicial reform,1
open domain,1
liberian dollar,1
cash,1
obesity,1
association (psychology),1
management of obesity,1
weight loss,1
graph theory,1
power graph analysis,1
complex network,1
tissue bank,1
social learning,1
self-governance,1
policy learning,1
universe,1
property insurance,1
casualty insurance,1
closeness,1
markov chain,1
ecological footprint,1
host-based intrusion detection system,1
hyperspace,1
spectacle,1
ethnic group,1
exhibition,1
visitor pattern,1
museology,1
mergers and acquisitions,1
public sphere,1
domestic violence,1
risk society,1
refugee,1
observability,1
gold standard (test),1
power-system protection,1
multi-agent system,1
elliptic curve digital signature algorithm,1
library management,1
public–private partnership,1
entrepreneurship,1
jury,1
rules of evidence,1
admissible evidence,1
sports science,1
endogeneity,1
financial distress,1
financial fragility,1
crash,1
soft systems methodology,1
contradiction,1
strategic information system,1
absolute zero,1
absolute (philosophy),1
open peer review,1
plant biology,1
middle power,1
democratic governance,1
destiny (iss module),1
self-efficacy,1
lpwan,2
scram,1
offender profiling,1
non-line-of-sight propagation,1
erosion,1
geomorphology,1
open_access publishing,1
visual impairment,1
financial statement,1
audit plan,1
boilerplate text,1
corporate finance,1
transgender,1
gender identity,1
gender diversity,1
gender analysis,1
